,index,Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
2075,715,Lessons in Persisting Object Data Using Object-Relational Mapping,G. Vial,"Information Technology, HEC Montreal, Canada",IEEE Software,22 Oct 2019,2019,36,6,43,52,"In this article, object-relational mapping (ORM) engines in object-oriented programming are introduced. The tradeoffs that must be considered when using ORM are discussed and four lessons that will help software developers take advantage of ORM in transaction processing scenarios are provided.",1937-4194,,10.1109/MS.2018.227105428,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8356175,Information Technology and Systems;database management;systems;relational databases;object-oriented programming;coding tools and techniques;Software Engineering;Software,Databases;Software development management;Object recognition;Java;Object oriented programming;Information technology,object-oriented programming;transaction processing,object data;object-relational mapping engines;ORM;object-oriented programming;transaction processing scenarios,,2.0,,15.0,,8 May 2018,,,IEEE,IEEE Magazines
2076,716,"Safe, Secure Executions at the Network Edge: Coordinating Cloud, Edge, and Fog Computing",N. Mäkitalo; A. Ometov; J. Kannisto; S. Andreev; Y. Koucheryavy; T. Mikkonen,University of Helsinki; Tampere University of Technology; Tampere University of Technology; Tampere University of Technology; Tampere University of Technology; University of Helsinki,IEEE Software,25 Dec 2017,2018,35,1,30,37,"System design where cyber-physical applications are securely coordinated from the cloud may simplify the development process. However, all private data are then pushed to these remote “swamps,” and human users lose actual control as compared to when the applications are executed directly on their devices. At the same time, computing at the network edge is still lacking support for such straightforward multidevice development, which is essential for a wide range of dynamic cyber-physical services. This article proposes a novel programming model as well as contributes the associated secure-connectivity framework for leveraging safe coordinated device proximity as an additional degree of freedom between the remote cloud and the safety-critical network edge, especially under uncertain environment constraints. This article is part of a special issue on Software Safety and Security Risk Mitigation in Cyber-physical Systems.",1937-4194,,10.1109/MS.2017.4541037,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8239948,fog computing;edge computing;programming models;security and trust;proximate connectivity;systems and software design;programmable world;software development;software engineering,Edge computing;Programming;Computer security;Software development;Cyber-physical systems;Computational modeling,cloud computing;data privacy;mobile computing;security of data,secure executions;fog computing;cyber-physical applications;private data;dynamic cyber-physical services;secure-connectivity framework;safety-critical network edge;security risk mitigation;edge computing;cyber-physical systems;cloud computing,,11.0,,12.0,,25 Dec 2017,,,IEEE,IEEE Magazines
2077,717,Games for Requirements Engineers: Analysis and Directions,F. Dalpiaz; K. M. L. Cooper,"Software Systems, Utrecht University, The Netherlands; Independent Scholar, Canada",IEEE Software,20 Dec 2019,2020,37,1,50,59,"The requirements engineering (RE) discipline keeps evolving to cope with increasingly complex systems and shorter development cycles. Using a lightweight analysis framework, we review the current landscape of games for RE and provide guidance for the practitioner interested in improving their skills using innovative game-based RE.",1937-4194,,10.1109/MS.2018.227105450,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8356183,Software;Software Engineering;Requirements;specifications;serious games,Games;Requirements engineering;Knowledge engineering;Object recognition;Training data;Task analysis,computer games;formal specification;formal verification;systems analysis,innovative game-based RE;lightweight analysis;development cycles;requirements engineering,,2.0,,16.0,,8 May 2018,,,IEEE,IEEE Magazines
2078,718,What We Know about Testing Embedded Software,V. Garousi; M. Felderer; Ç. M. Karapıçak; U. Yılmaz,Wageningen University; University of Innsbruck; KUASOFT A. Ş.; ASELSAN A. Ş.,IEEE Software,6 Jul 2018,2018,35,4,62,69,"To cost-effectively test embedded software, practitioners and researchers have proposed many test techniques, approaches, tools, and frameworks. However, obtaining an overview of the state of the art and state of the practice in this area is challenging for practitioners or new researchers. In addition, owing to an inadequate overview of what already exists in this area, some companies often reinvent the wheel by designing a test approach that's new to them but already exists. To address these problems, the authors conducted a systematic literature review of this area that covered the testing topics, testing activities, test artifacts, and industries on which the studies focused. The results can benefit both practitioners and researchers by serving as an index to the vast body of knowledge in this important, fast-growing area.",1937-4194,,10.1109/MS.2018.2801541,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8405633,software testing;embedded systems;embedded software;systematic literature mapping;systematic literature review;software engineering;software development,Testing;Unified modeling language;Automation;Automotive engineering;Embedded software,embedded systems;program testing,test techniques;test approach;testing topics;test artifacts;embedded software testing;testing activities,,2.0,,15.0,,6 Jul 2018,,,IEEE,IEEE Magazines
2079,719,Requirements Quality Is Quality in Use,H. Femmer; A. Vogelsang,"Qualicen; Systems Engineering, Technical University of Berlin, Germany",IEEE Software,16 Apr 2019,2019,36,3,83,91,Creating a requirements engineering artifact is rarely an end in itself; it is a means to understand and reach the project's goals. So such an artifact's purpose is to support the stakeholders in whatever activities they're performing in the project.,1937-4194,,10.1109/MS.2018.110161823,German Federal Ministry of Education and Research; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8254303,software;software engineering;requirements;specifications;software quality;sqa;general;standards,Stakeholders;Q-factor;ISO Standards;Requirements engineering;Pragmatics,formal specification;systems analysis,requirements quality;requirements engineering artifact;project goals;stakeholders,,1.0,,15.0,,11 Jan 2018,,,IEEE,IEEE Magazines
2080,720,Automated Testing of Simulation Software in the Aviation Industry: An Experience Report,V. Garousi; S. Tasli; O. Sertel; M. Tokgoz; K. Herkiloglu; H. F. E. Arkin; O. Bilir,"Software Engineering, Wageningen University; HAVELSAN; HAVELSAN; HAVELSAN; HAVELSAN; HAVELSAN; HAVELSAN",IEEE Software,17 Jun 2019,2019,36,4,63,75,An industry-academia collaboration developed a test automation framework for aviation simulation software. The technology has been successfully deployed in several test teams.,1937-4194,,10.1109/MS.2018.227110307,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8356168,automated testing;test automation;simulation software;aviation industry,Object recognition;Monitoring;Software testing;Aerospace and electronic systems,aerospace computing;aerospace industry;aerospace simulation;program testing,automated testing;aviation industry;experience report;industry-academia collaboration;test automation framework;aviation simulation software;test teams,,3.0,,22.0,,8 May 2018,,,IEEE,IEEE Magazines
2081,721,Overcoming Challenges With Continuous Integration and Deployment Pipelines: An Experience Report From a Small Company,V. Debroy; S. Miller,"Software Engineering, AT&T, Dallas, Texas United States; Dottid, United States",IEEE Software,15 Apr 2020,2020,37,3,21,29,"We moved from a monolithic to a microservice-based architecture for the next generation of our applications at Varidesk. This initiative created challenges such as the inability to scale. In this article, we detail how we tackled the problems.",1937-4194,,10.1109/MS.2019.2947004,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8866741,Microservices;Automation;Cloud computing;DevOps;Continuous Integration;Continuous Deployment;Containerization;Orchestration,Software development management;Computer architecture;Cloud computing;Task analysis;Companies,computer centres;maintenance engineering;power system reliability;service-oriented architecture;solar cell arrays;solar power;solar power stations,microservice-based architecture;deployment pipelines;continuous integration;Varidesk,,,,15.0,,14 Oct 2019,,,IEEE,IEEE Magazines
2082,722,Automatic Recovery of Missing Issue Type Labels,F. Elzanaty; C. Rezk; S. Lijbrink; W. van Bergen; M. Cote; S. McIntosh,"Electrical And Computer Engineering, McGill University, Montreal, H3A 0E9 Quebec, Canada; Software Engineering, McGill University, Montreal, H3A 0E9 Quebec, Canada; Production Engineering, Shopify, Inc., Ottawa, K2P 1L4 Ontario, Canada; Production Engineering, Shopify, Inc., Ottawa, K2P 1L4 Ontario, Canada; Production Engineering, Shopify, Inc., Ottawa, K2P 1L4 Ontario, Canada; David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, N2L 3G1 Ontario, Canada",IEEE Software,19 Apr 2021,2021,38,3,35,42,"Ag ile software organizations empower developers to make appropriate decisions rather than enforce adherence to a process, resulting in incomplete and noisy data in software archives. Since software analytics techniques are trained using this data, automated techniques are required to recover it.",1937-4194,,10.1109/MS.2020.3004060,Natural Sciences and Engineering Research Council of Canada; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9121712,,Data models;Computer bugs;Organizations;Feature extraction;Manuals;Training,,,,,,14.0,IEEE,19 Jun 2020,,,IEEE,IEEE Magazines
2083,723,What We Know About Smells in Software Test Code,V. Garousi; B. Kucuk; M. Felderer,"Software Engineering, Wageningen University; Proven Information Technologies Ltd.; University of Innsbruck, Austria",IEEE Software,16 Apr 2019,2019,36,3,61,73,"Test smells are poorly designed tests and negatively affect the quality of test suites and production code. We present the largest catalog of test smells, along with a summary of guidelines, techniques, and tools used to deal with test smells.",1937-4194,,10.1109/MS.2018.2875843,Scientific and Technological Research Council of Turkey; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8501942,Software testing;test automation;test scripts;test smells;test anti-patterns;multivocal literature review;systematic literature review,Software testing;Automation;Software development management;Bibliographies;Encoding;Guidelines;Software tools,program testing;software maintenance;source code (software),software test code;test suites;production code;catalog;test smells,,2.0,,23.0,,21 Oct 2018,,,IEEE,IEEE Magazines
2084,724,On Integrating Design Thinking for Human-Centered Requirements Engineering,J. Hehn; D. Mendez; F. Uebernickel; W. Brenner; M. Broy,"Information Management, University of St. Gallen, St. Gallen, Switzerland; Software Engineering Research Lab, Blekinge Institute of Technology, Karlskrona, Blekinge, Sweden; Hasso Plattner Institute, University of Potsdam, Potsdam, Brandenburg, Germany; Information Management, University of St. Gallen, St. Gallen, Switzerland; Technical University of Munich, Germany",IEEE Software,11 Feb 2020,2020,37,2,25,31,"We elaborate on the possibilities and needs to integrate design thinking into requirements engineering, drawing from our research and project experiences. We suggest three approaches for tailoring and integrating design thinking and requirements engineering with complementary synergies and point at open challenges for research and practice.",1937-4194,,10.1109/MS.2019.2957715,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8922700,Design Thinking;Requirements Engineering,Requirements engineering;Prototypes;Software design;Design methodology;Organizations,formal specification;formal verification;systems analysis,human-centered requirements engineering;project experiences;design thinking,,3.0,,10.0,,4 Dec 2019,,,IEEE,IEEE Magazines
2085,725,Software Reuse in the Era of Opportunistic Design,T. Mikkonen; A. Taivalsaari,"Software Engineering, University of Helsinki; Nokia Bell Labs",IEEE Software,16 Apr 2019,2019,36,3,105,111,"Opportunistic design, an approach in which people develop new software systems by routinely reusing and combining components that were not designed to be used together, has become very popular. This emergent pattern places focus on largescale reuse and developer convenience with the developers ""trawling"" for most suitable open source components and modules online. The availability of open source assets for almost all imaginable domains has led to software systems in which the visible application code, as written by the application developers themselves, forms only the ""tip of the iceberg,"" compared to the reused bulk that remains mostly unknown to the developers. The actual reuse takes place in an ad hoc, mix-and-match fashion. In this article, we take a look at this increasingly popular approach in light of our industry experiences. We argue that challenges associated with such a development model are quite different from traditional software development and reuse.",1937-4194,,10.1109/MS.2018.2884883,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8693072,,Cloud computing;Software systems;Open source software;Computer architecture;Software reusability,Internet;software reliability;software reusability,software reuse;opportunistic design;software systems;emergent pattern places focus;largescale reuse;developer convenience;suitable open source components;modules online;open source assets;imaginable domains;visible application code;application developers;reused bulk;increasingly popular approach;development model;traditional software development,,2.0,,22.0,,16 Apr 2019,,,IEEE,IEEE Magazines
2086,726,IEEE 2430 Non-Functional Sizing Measurements: A Numerical Placebo,A. Abran,"Software Engineering & Information Technology, Ecole de technologie superieure, Montreal, Quebec, Canada",IEEE Software,19 Apr 2021,2021,38,3,113,120,The IEEE 2430 measurement design fails primary school mathematics and produces numerical noise rather than a number with metrological properties required in engineering. This article presents an alternative approach to nonfunctional requirement sizing utilizing the COSMIC ISO 19761 method.,1937-4194,,10.1109/MS.2020.3028061,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9210110,IEEE 2430™;non-functional requirements;NFR;SNAP;COSMIC;Function Points;metrology,Measurement units;Size measurement;Complexity theory;Software measurement;ISO Standards;Current measurement,,,,,,15.0,IEEE,30 Sep 2020,,,IEEE,IEEE Magazines
2087,727,An Exploratory Study of Machine Learning Model Stores,M. Xiu; Z. M. J. Jiang; B. Adams,"Electrical Engineering and Computer Science, York University, Toronto, Ontario, Canada; Electrical Engineering and Computer Science, York University, Toronto, Ontario, Canada; Software Engineering, Queen’s University, Kingston, Ontario, Canada",IEEE Software,23 Dec 2020,2021,38,1,114,122,Several organizations have introduced stores that provide public access to pretrained machine learning models and infrastructure. We examine three of them and compare the information they provide against two mobileapp stores and among themselves.,1937-4194,,10.1109/MS.2020.2975159,Natural Sciences and Engineering Research Council of Canada; Institut de Valorisation des Données; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9003231,,Training;Software;Machine learning;Documentation;Data models;Computational modeling,learning (artificial intelligence);mobile computing;software quality;user interfaces,pretrained machine learning models;mobileapp stores;machine learning model stores;organizations;public access,,,,15.0,IEEE,19 Feb 2020,,,IEEE,IEEE Magazines
2088,728,The Online Controlled Experiment Lifecycle,A. Fabijan; P. Dmitriev; H. Holmstrom Olsson; J. Bosch,"Malmo University, Malmo, Sweden; Outreach, Seattle, Washington United States; Computer Science and Media Technology, Malmo University, Malmo, Sweden; Software Engineering, Chalmers University of Technology, Goteborg, Sweden",IEEE Software,11 Feb 2020,2020,37,2,60,67,"Unlike other techniques for learning from customers, online controlled experiments (OCEs) establish an accurate and causal relationship between a change and the impact observed. We show that OCEs help optimize infrastructure needs and aid in project planning and measuring team efforts. We conclude that product development should fully integrate the experiment lifecycle to benefit from the OCEs.",1937-4194,,10.1109/MS.2018.2875842,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8501922,Data-driven development;A/B tests;online controlled experiments;experiment lifecycle,Software design;Companies;Software development management;Computer science;Product development;Media;Planning;Market research;Customer satisfaction,consumer behaviour;product development;team working,OCE;accurate relationship;causal relationship;online controlled experiment lifecycle;learning;project planning;team efforts,,1.0,,16.0,,21 Oct 2018,,,IEEE,IEEE Magazines
2089,729,Visualizing Change in Agile Safety-Critical Systems,J. Cleland-Huang; A. Agrawal; M. Vierhauser; C. Mayr-Dorn,"Computer Science and Engineering, University of Notre Dame, Notre Dame, Indiana 46556 United States; Computer Science and Engineering, University of Notre Dame, Notre Dame, Indiana 46556 United States; Software Engineering, Johannes Kepler Universitat Linz, Linz, 4040 Linz, Austria; Software and Systems Engineering, Johannes Kepler Universitat Linz, Linz, 4040 Linz, Austria",IEEE Software,19 Apr 2021,2021,38,3,43,51,"High dependability software systems must be developed and maintained using rigorous safety-assurance practices. By leveraging traceability, we can visualize and analyze changes as they occur, mitigate potential hazards, and support greater agility.",1937-4194,,10.1109/MS.2020.3000104,Austrian Science Fund; United States National Science Foundation; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9108244,Agility;Safety-Critical Systems;Visualization;Software Traceability,Hazards;Software;Visualization;Drones;Software safety;Mission critical systems,,,,,,16.0,IEEE,4 Jun 2020,,,IEEE,IEEE Magazines
2090,730,Agile Scalability Engineering: The ScrumScale Method,G. Brataas; G. K. Hanssen; N. Herbst; A. van Hoorn,"Process Innovation, SINTEF Digital, Trondheim, Trondelag, Norway; Process Innovation, SINTEF Digital, Trondheim, Trondelag, Norway; Software Engineering, University of Wurzburg, Germany; Software Technology, University of Stuttgart, Stuttgart, Germany",IEEE Software,21 Aug 2020,2020,37,5,77,84,"Scalability is a property that must be carefully designed into a system. A case study in the largest Norwegian public portal, Altinn, illustrates how developers and scalability experts improved scalability and spent less time during scalability testing. With minor adjustments to an agile development process, stakeholders spend more up-front time together.",1937-4194,,10.1109/MS.2019.2923184,Deutsche Forschungsgemeinschaft; Norges Forskningsråd; German Federal Ministry of Education and Research; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8736723,,Scalability;Agile software development;Stakeholders;Databases;Collaboration;Finance;Computer crashes,information retrieval;portals;probability;software development management;software prototyping,agile scalability engineering;ScrumScale method;largest Norwegian public portal;scalability testing;agile development process,,,,15.0,CCBY,14 Jun 2019,,,IEEE,IEEE Magazines
2091,731,Understanding the Working Time of Developers in IT Companies in China and the United States,J. Zhang; Y. Chen; Q. Gong; X. Wang; A. Y. Ding; Y. Xiao; P. Hui,"Fudan University, China; Fudan University, China; Fudan University, China; Fudan University, China; Delft University of Technology, The Netherlands; Aalto University, Finland; University of Helsinki, Finland, and Hong Kong University of Science and Technology, China",IEEE Software,15 Feb 2021,2021,38,2,96,106,"We identified three temporal patterns shown in commit activities among Chinese and American companies and found that Chinese businesses are more likely to follow long work hours than American ones. We also conducted a survey on the trends of, reasons for, and results of overtime work. Our study could provide references for developers to choose workplaces and for companies to make regulations.",1937-4194,,10.1109/MS.2020.2988022,National Natural Science Foundation of China; CERNET Innovation Project; Research Grants Council of Hong Kong; 5GEAR project; FIT project from the Academy of Finland; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9068220,working time of developers;overtime;IT company;China;United States;GitHub,Companies;Rhythm;Software;Time-frequency analysis;Social network services;Software engineering;Information technology,human resource management;organisational aspects,United States;temporal patterns;Chinese companies;American companies;overtime work;IT companies;workplaces;online developers,,2.0,,20.0,IEEE,15 Apr 2020,,,IEEE,IEEE Magazines
2092,732,Bumps in the Code: Error Handling During Software Development,T. Lopez; H. Sharp; M. Petre; B. Nuseibeh,"School of Computing and Communications, The Open University, Milton Keynes, MK7 6AA Milton Keynes, United Kingdom of Great Britain and Northern Ireland; School of Computing and Communications, The Open University, Milton Keynes, MK7 6AA Buckinghamshire, United Kingdom of Great Britain and Northern Ireland; Dept of Computing, Open University, Milton Keynes, MK7 6AA Buckinghamshire, United Kingdom of Great Britain and Northern Ireland; School of Computing and Communications, Open University, Milton Keynes, Buckinghamshire, United Kingdom of Great Britain and Northern Ireland",IEEE Software,19 Apr 2021,2021,38,3,26,34,"Problems come up during software development all the time. When developers hit these bumps, they must figure out what has gone wrong. Findings from three studies suggest that the way developers handle errors contributes to professional growth.",1937-4194,,10.1109/MS.2020.3024981,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9200759,,Task analysis;Software engineering;Computer bugs;Software tools;Software development management;Problem-solving,,,,,,15.0,IEEE,18 Sep 2020,,,IEEE,IEEE Magazines
2093,733,Digital Transformation - A Primer for Practitioners,G. Doukidis; D. Spinellis; C. Ebert,"Management Science and Technology, Athens University of Economics and Business, Greece; Management Science and Technology, Athens University of Economics and Business, Greece; Vector Consulting Services",IEEE Software,21 Aug 2020,2020,37,5,13,21,"Digital Transformation (DX) has revolutionized entire industries, propelled IT start-ups to stratospheric stock market valuations, and is sustaining legions of consultants evangelizing its message. Yet, beyond the creative disruption, hype, and lip service, we see that many organizations ignore or misapply its principles, ideas, and methods. This gap between theory and practice raises an important responsibility for software engineers and particularly for requirements engineers and software architects. If as a professional you specify and design software-intensive systems that ignore how modern digital technology radically transforms customer experience, business processes, business models, and whole organizations, you are short-changing your employer or client. Based on our industry consulting, government service, and volunteering experience, we provide a taxonomy, a road map, and examples of DX opportunities that will allow you to spot and exploit them.",1937-4194,,10.1109/MS.2020.2999969,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9173638,,Biological system modeling;Software engineering;Companies;Training data;Modeling;Digital systems,,,,1.0,,8.0,,21 Aug 2020,,,IEEE,IEEE Magazines
2094,734,Fuzzing: Challenges and Reflections,M. Boehme; C. Cadar; A. ROYCHOUDHURY,"Faculty of IT, Monash University, Clayton, Victoria, Australia; Department of Computing, Imperial College London, London, SW7 2AZ London, United Kingdom of Great Britain and Northern Ireland; Computer Science, National University of Singapore, Singapore, 117417 Singapore, Singapore",IEEE Software,19 Apr 2021,2021,38,3,79,86,We summarize the open challenges and opportunities for fuzzing and symbolic execution as they emerged in discussions among researchers and practitioners in a Shonan Meeting and that were validated in a subsequent survey.,1937-4194,,10.1109/MS.2020.3016773,Australian Research Council; National Research Foundation Singapore; Engineering and Physical Sciences Research Council; H2020 European Research Council; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9166552,,Fuzzing;Computer bugs;Software engineering;Security;Industries,,,,,,22.0,CCBY,13 Aug 2020,,,IEEE,IEEE Magazines
2095,735,Can a Machine Learn Through Customer Sentiment?: A Cost-Aware Approach to Predict Support Ticket Escalations,C. Werner; Z. S. Li; D. Damian,"University of Victoria, British Columbia, Canada; University of Victoria, British Columbia, Canada; Computer Science, University of Victoria, British Columbia, Canada",IEEE Software,15 Aug 2019,2019,36,5,38,45,"Given the connection between customer happiness and support ticket escalation, we describe an approach that 1) analyzes the emotions in conversations between a customer and a support analyst and 2) provides organizations with a cost-based mechanism to evaluate machine-learning algorithms trained on emotion-related features to predict support ticket escalations.",1937-4194,,10.1109/MS.2019.2923408,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8737665,Sentiment analysis;Natural language;Affective Computing;Machine learning;Modeling and prediction;cost-sensitive learning;data mining;defect escalation;machine learning;software defect escalation prediction,Training data;Software engineering;Sentiment analysis;Machine learning algorithms;Data mining;Emotion recognition,customer services;learning (artificial intelligence),customer sentiment;cost-aware approach;customer happiness;cost-based mechanism;machine-learning algorithms;support ticket escalations;emotion-related features,,2.0,,16.0,,17 Jun 2019,,,IEEE,IEEE Magazines
2096,736,Think Your Artificial Intelligence Software Is Fair? Think Again,R. K. E. Bellamy; K. Dey; M. Hind; S. C. Hoffman; S. Houde; K. Kannan; P. Lohia; S. Mehta; A. Mojsilovic; S. Nagar; K. N. Ramamurthy; J. Richards; D. Saha; P. Sattigeri; M. Singh; K. R. Varshney; Y. Zhang,"IBM Research, Yorktown Heights, New York United States; IBM Research, New Delhi, India; IBM Research, Yorktown Heights, New York United States; IBM Research, Yorktown Heights, New York United States; IBM Research, Yorktown Heights, New York United States; IBM Research, Bangalore, India; IBM Research, Bangalore, India; IBM Research, Bangalore, India; IBM Research, Yorktown Heights, New York United States; IBM Research, Bangalore, India; IBM Research, Yorktown Heights, New York United States; IBM Research, Yorktown Heights, New York United States; IBM Research, Bangalore, India; IBM Research, Yorktown Heights, New York United States; IBM Research, Yorktown Heights, New York United States; IBM Research, Yorktown Heights, New York United States; IBM Research, Yorktown Heights, New York United States",IEEE Software,17 Jun 2019,2019,36,4,76,80,"Today, machine-learning software is used to help make decisions that affect people's lives. Some people believe that the application of such software results in fairer decisions because, unlike humans, machine-learning software generates models that are not biased. Think again. Machine-learning software is also biased, sometimes in similar ways to humans, often in different ways. While fair model- assisted decision making involves more than the application of unbiased models-consideration of application context, specifics of the decisions being made, resolution of conflicting stakeholder viewpoints, and so forth-mitigating bias from machine-learning software is important and possible but difficult and too often ignored.",1937-4194,,10.1109/MS.2019.2908514,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8738152,,Machine learning;Software engineering;Measurement;Software algorithms;Software testing,decision making;learning (artificial intelligence),artificial intelligence software;machine-learning software;forth-mitigating bias;conflicting stakeholder viewpoints;unbiased models;fair model-assisted decision making,,3.0,,20.0,,17 Jun 2019,,,IEEE,IEEE Magazines
2097,737,"Shockingly Simple:""KEYS"" for Better AI for SE",T. Menzies,"North Carolina State University, Raleigh, North Carolina 27695 United States",IEEE Software,15 Feb 2021,2021,38,2,114,118,"As 2020 drew to a close, I was thinking about what lessons we have learned about software engineering (SE) for artificial intelligence (AI)-things that we can believe now but, in the last century, would have seemed somewhat shocking. One very surprising lesson, at least for me, is the success of the very complex and very simple. At the complex end, there is now much evidence for the value of deep learners for high-dimensional software engineering problems. For example, consider signal processing for autonomous cars. When reasoning over (say) 10,000 wavelets collected from a vision system, then deep learning can automate much of the engineering required to cover all those data.",1937-4194,,10.1109/MS.2020.3043014,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9354395,,Artificial intelligence,,,,,,25.0,IEEE,15 Feb 2021,,,IEEE,IEEE Magazines
2098,738,A Novel Approach For Search-Based Program Repair,L. Trujillo; O. M. Villanueva; D. E. Hernández,"Tecnlogico Nacional de Mexico/IT de Tijuana, Tijuana, Mexico; Tecnlogico Nacional de Mexico/IT de Tijuana, Tijuana, Mexico; Tecnlogico Nacional de Mexico/IT de Tijuana, Tijuana, Mexico",IEEE Software,,2021,PP,99,0,0,"In search-based software engineering, automatic bug repair methods use use an objective function that measures a patch’s quality to guide the search. This work presents results of the first study that focuses on solution novelty instead. Novelty search works under the assumption that most real-world problems are intrinsically difficult. By shifting how program patches are evaluated, away from quality and towards novelty, this technique increases a bug repair system’s ability to explore the solution space, produce more viable patches and repair more bugs.",1937-4194,,10.1109/MS.2021.3070552,Consejo Nacional de Ciencia y Tecnología; Tecnologico Nacional de México; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9393496,,Computer bugs;Search problems;Maintenance engineering;Standards;Linear programming;Statistics;Space exploration,,,,,,,IEEE,1 Apr 2021,,,IEEE,IEEE Early Access Articles
2099,739,Towards an Adaptive Software Architecture for Archetype-Based Healthcare Applications,M. A. Pereira da Silva; V. Cesário Times; A. M. Costa da Araüjo; P. Caetano da Silva,"Center for Informatics, Federal University of Pernambuco, Recife, Pernambuco, Brazil; Center for Informatics, Federal University of Pernambuco, Recife, Pernambuco, Brazil; Department of Information Systems, Federal University of Alagoas, Penedo, Alagoas, Brazil; Master's Program in Computing, Salvador University, Salvador, BA, Brazil",IEEE Software,,2021,PP,99,0,0,"Self-adaptation gives software systems the ability to adjust their behavior or structure in changing environments such as the health software domain. However, adaptability significantly complicates software implementation and brings great challenges to software engineering. This paper proposes an Adaptive Healthcare Software Architecture (AHSA), which is based on international health standards and offers at-runtime adaptation. Three components (Dynamic Linker, Runtime Locator, and Autonomous Component) have been specified to compose AHSA. A tool called AdaptiveHIS has also been developed to dynamically generate AHSA components, and this generation is exemplified through an algorithm. Within two real-world COVID-19 pandemic healthcare scenarios, an assessment compared the adaptability of AHSA and other software architectures built using state-of-art tools. Results based on the level of system adaptability metric respectively showed that AHSA offered 20% and 72% more adaptability in the two real-world scenarios.",1937-4194,,10.1109/MS.2021.3070418,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9391997,Healthcare Applications;Adaptability;Software Architecture;openEHR Archetype,Software;Tools;Runtime;Medical services;Graphical user interfaces;Software architecture;Standards,,,,,,,IEEE,31 Mar 2021,,,IEEE,IEEE Early Access Articles
2100,740,Mind the Gap: On the Relationship Between Automatically Measured and Self-Reported Productivity,M. Beller; V. Orgovan; S. Buja; T. Zimmermann,"Probability, Facebook Inc, Menlo Park, California 94025 United States; Microsoft Corp, Redmond, Washington 98052 United States; Microsoft Corp, Redmond, Washington 98052 United States; Research, Microsoft Corporation, Redmond, Washington 98052 United States",IEEE Software,,2020,PP,99,0,0,"To improve software developers’ productivity has been the holy grail of software engineering research. But before we can claim to have improved it, we must first be able to measure productivity. This is far from trivial. In fact, two separate research lines on software engineers’ productivity have co-existed almost in complete isolation for a long time: automated product and process measures on the one hand and self-reported or perceived productivity on the other hand. In this article, we bridge the gap between the two with an empirical study of 81 software developers at Microsoft.",1937-4194,,10.1109/MS.2020.3048200,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9311217,,Productivity;Telemetry;Software;Particle measurements;Encoding;Data models;Atmospheric measurements,,,,,,,IEEE,30 Dec 2020,,,IEEE,IEEE Early Access Articles
