"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Research and Implement of Serial RapidIO Based on Mul-DSP","J. Zhang; H. Su; Q. Wu; J. Zhang","Inst. of Opt. & Electron., Chinese Acad. of Sci., Chengdu, China; Inst. of Opt. & Electron., Chinese Acad. of Sci., Chengdu, China; Inst. of Opt. & Electron., Chinese Acad. of Sci., Chengdu, China; NA","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","In order to solve an intra-system interface for chip-to-chip and board-to-board communications and meet the explosive demand for higher bandwidth and more efficient signal processing and data transmission in typical embedded system, here is an active demand that adopting a new system interconnect technology to ensure that bus performance continues to increase. The RapidIO is proposed in the paper. Up to 10 Gb/s of bandwith, low latency and low power meet the demand on the performance of rapid developing communication technologies. The paper introduces the basic principle, inner architecture and the key technique of the RapidIO, research its application and based on DSP TMS320C6455. It shows the design of RapidIO transmission between different DSP. The paper gives the flow of the software design. The experiment results show that the read and write operation can stably work at 3.125 Gb/s per channel between different DSP. The rate is up to 275 MB/s when the baud rate is 3.125 Gbps.","","978-1-4244-4507-3","10.1109/CISE.2009.5366060","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5366060","","Digital signal processing;Explosives;Bandwidth;Signal processing;Data communication;Embedded system;Power system interconnection;Delay;Communications technology;Computer architecture","digital signal processing chips;embedded systems;multiprocessor interconnection networks;system buses","serial RapidIO;Mul-DSP;intra-system interface;chip-to-chip communication;board-to-board communication;signal processing;data transmission;embedded system;system interconnect technology;bus performance;inner architecture;DSP TMS320C6455;software design","","6","","4","","28 Dec 2009","","","IEEE","IEEE Conferences"
"A Method of Type Inference Based on Dataflow Analysis for Decompilation","L. Zhou; Y. Qing; L. Jiang; W. Yin; T. Liu","Nat. Digital Switching Syst. Eng. & Technol. Res. Center, Zhengzhou, China; Nat. Digital Switching Syst. Eng. & Technol. Res. Center, Zhengzhou, China; Nat. Digital Switching Syst. Eng. & Technol. Res. Center, Zhengzhou, China; Nat. Digital Switching Syst. Eng. & Technol. Res. Center, Zhengzhou, China; Nat. Digital Switching Syst. Eng. & Technol. Res. Center, Zhengzhou, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","Type analysis is an important part of decompilation, which has a great impact on the readability and the veracity of the output of decompilation. In this paper we discussed a method of type analysis which was based on dataflow analysis .We inference the type of data during the calculating of the dataflow equations, by constructing the type of multiplicate kinds data of the hierarchical structure for the type lattice and designing dataflow equations which have type-related information.","","978-1-4244-4507-3","10.1109/CISE.2009.5362985","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5362985","","Data analysis;Information analysis;Equations;Lattices;High level languages;Algorithm design and analysis;Switching systems;Data engineering;Systems engineering and theory;Reverse engineering","data flow analysis;reverse engineering;type theory","type inference;dataflow analysis;decompilation;type lattice","","","1","7","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Quantitative Association Rules Mining Algorithm Based on Matrix","H. Liu; S. Dai; H. Jiang","Dept. of Comput. Sci., Huazhong Normal Univ., Wuhan, China; Dept. of Comput. Sci., Huazhong Normal Univ., Wuhan, China; Dept. of Comput. Sci., Huazhong Normal Univ., Wuhan, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","How to improve the efficiency of discovering the frequent item sets is a major problem in mining association rules. This paper analysised the idea and performance of the general quantitative association rules algorithm ,and put forward a quantitative association rules mining algorithm based on matrix, the new algorithm firstly transformed quantitative database into Boolean matrix ,then used boolean ""and"" operation to generate frequent item sets on matrix vector .It effectively solved the bottleneck of Apriori algorithm which iteratively produced frequent item sets in the general quantitative association rules algorithm . The results of experiments and analysis showed that the new algorithm effectively improved the efficiency of mining quantitative association rules.","","978-1-4244-4507-3","10.1109/CISE.2009.5363896","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5363896","","Association rules;Data mining;Iterative algorithms;Relational databases;Machine learning algorithms;Transaction databases;Algorithm design and analysis;Computer science;Performance analysis;Artificial intelligence","Boolean algebra;data mining;matrix algebra","quantitative association rules mining algorithm;iteratively produced frequent item sets;Boolean matrix;matrix vector","","1","","5","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Constructing the Voronoi Diagram of Planar Point Set in Parallel","L. Dong; Y. Wu; S. Zhou","Anhui Province Key Lab. of Software In Comput. & Commun., USTC, Hefei, China; Coll. of Comput. Sci. & Technol., Univ. of Sci. & Technol. of China, Hefei, China; Coll. of Comput. Sci. & Technol., Univ. of Sci. & Technol. of China, Hefei, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","5","By researching Voronoi diagram, parallel algorithm, and divide-and-conquer method, we present a special data structure(change doubly-connected list little) for Voronoi diagram generation in parallel. In this paper we also present two proposal, they are one processor gradually to merge and 22-merger on the parallel machine, the experiment results show that the present algorithm runs faster than the serial program. By analyzing the various results, we should choose the most suitable number of processors according to the point set scale. At last, we can conclude that gradually merger with one processor is better proposal for Voronoi diagram parallel generation.","","978-1-4244-4507-3","10.1109/CISE.2009.5363466","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5363466","","Data structures;Educational institutions;Computer science;Parallel algorithms;Proposals;Switches;Merging;Concurrent computing;Parallel machines;Geography","computational geometry;data structures;divide and conquer methods;parallel processing","Voronoi diagram;planar point set;parallel algorithm;divide-and-conquer method;data structure;parallel machine","","2","","13","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Research on Risk Management of Communication Projects Based on AHP","Y. -m. Zhao; Y. -x. Tong; Y. Sun","Sch. of Econ. & Manage., Beijing Univ. of Posts & Telecommun., Beijing, China; Sch. of Econ. & Manage., Beijing Univ. of Posts & Telecommun., Beijing, China; Sch. of Econ. & Manage., Beijing Univ. of Posts & Telecommun., Beijing, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","The construction of communication network project is a process with a great amount of investment, long period, high technical requirement and complex system. Unknown factors, random factors and fuzzy factors are abound in the process and are changing constantly, the resulting risk directly threatens the successful implementation of project. The risk of communication network project enlarges as the investment scale increases, thus the research on risk management of communication project is becoming increasingly important. In this paper, risk identification is carried out by a real case on the three levels: macro-environment, enterprise level and the project level, and also the RBS structure diagram is given. On this basis, this paper will focus on risk analysis of the project-level risk in the communication network project based on AHP method and makes the useful conclusion. This article has important significance for the risk management practice of the communication network project.","","978-1-4244-4507-3","10.1109/CISE.2009.5364735","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5364735","","Risk management;Communication networks;Project management;Investments;Telecommunication network management;Risk analysis;Decision making;Macroeconomics;Personnel;Sun","decision making;investment;project management;risk management;telecommunication networks","risk management;communication network project;high technical requirement;complex system;unknown factors;random factors;fuzzy factors;investment scale;risk identification;macroenvironment;enterprise level;project level;RBS structure diagram","","","","13","","28 Dec 2009","","","IEEE","IEEE Conferences"
"A Flexible Approach for Ontology Matching","F. Yang; L. Liu","Coll. of Comput. Sci. & Technol., Jilin Univ., Changchun, China; Coll. of Comput. Sci. & Technol., Jilin Univ., Changchun, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","Ontology matching is the key process of semantic interaction and knowledge sharing. It is the basement of the other semantic web application, such as, semantic web-based service, ontology alignment. The purpose of ontology matching is to reuse the ontologies and integrate them in different fields, so as to implement the bigger pool of information and knowledge for the new communication and application. So far, however, the achievements of (semi-)automatic ontology matching are very limited. Addressing this issue, the work presented in this paper puts forward an ontology matching approach, SGOM. It combines several strategies to take the similarity iterative computation on Change Weights Semantic Graph and utilizes the semantic message of ontology structure to match. For making full use of the message of ontology, our implementation and experimental results are given to demonstrate the effectiveness of the matching approach.","","978-1-4244-4507-3","10.1109/CISE.2009.5366378","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5366378","","Ontologies;Databases;Semantic Web;Information systems;Artificial intelligence;Data analysis;Information analysis;Computer science;Knowledge engineering;Application software","ontologies (artificial intelligence);semantic Web","flexible approach;semantic interaction;knowledge sharing;semantic Web application;semantic Web based service;ontology alignment;automatic ontology matching;similarity iterative computation;change weights semantic graph;ontology structure","","2","","16","","28 Dec 2009","","","IEEE","IEEE Conferences"
"On-Line Testing Technique for Artillery Body","B. Bai; Y. Hao","Coll. of Comput. Sci., Changchun Univ. of Sci. & Technol., Changchun, China; Coll. of Comput. Sci., Changchun Univ. of Sci. & Technol., Changchun, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","5","In the system the multi-parameters intelligent testing platform is the core. It had realized the intelligent process for measuring out data for the first time. The optimization result can get the conclusions of abrasion grade, mechanic damages, the disfigurements of material and the ablation degree. The on-line intelligent detecting and measuring platform system can widely be used in factories in which artilleries are produced or measured and in other fields relating to multi-parameter intelligent testing functions in deep holes. The system adopts the data fusion technology of multi-sensor to collect the data, and a series of omni-bearing detectors are used as the special purpose input device. The detectors are composed of a photoelectric sensor, a laser collimator, the testing-diameter equipment, the testing-thickness equipment, the optical system and the transmission device. They have fast rate of photoelectric conversion, low noise, high resolution power and fine signal evenness and are mainly used for gathering the various information.","","978-1-4244-4507-3","10.1109/CISE.2009.5363470","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5363470","","System testing;Intelligent sensors;Optical sensors;Optical noise;Intelligent systems;Time measurement;Production facilities;Detectors;Sensor systems;Laser fusion","military computing;photoelectric devices;sensor fusion;weapons","online testing technique;artillery body;multiparameters intelligent testing platform;abrasion grade;mechanic damages;intelligent detection;data fusion technology;multisensor technology;data collection;omnibearing detectors;photoelectric sensor;laser collimator;testing-diameter equipment;testing-thickness equipment;photoelectric conversion","","","","4","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Unusual Event Detection without Tracking","Z. Wang; N. Ouyang; C. Han","Sch. of Inf. & Commun. Eng., Guilin Univ. of Electron. Technol., Guilin, China; Sch. of Inf. & Commun. Eng., Guilin Univ. of Electron. Technol., Guilin, China; Sch. of Inf. & Commun. Eng., Guilin Univ. of Electron. Technol., Guilin, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","3","Automatic detection of an unusual event in video sequence has an interesting application in security surveillance. This paper proposed a method to detect a gathering event without tracking individuals by using background subtracted blobs as the event feature and dividing the video frame into blocks. The feature sequences are encoded with hidden Markov model to detect the gathering event. The experimental results show the effectiveness of the proposed approach.","","978-1-4244-4507-3","10.1109/CISE.2009.5364381","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5364381","","Event detection;Hidden Markov models;Surveillance;Feature extraction;Layout;Video sequences;Information security;Image motion analysis;Statistics;Data mining","hidden Markov models;image sequences;object detection;security;surveillance;tracking;video signal processing","event detection;tracking;automatic detection;video sequence;security surveillance;hidden Markov model","","1","","5","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Structural Vibration Intelligent Control Based on Magnetorheological Damper","J. Liu; K. Xia; C. Zhu","Div. of Eng. Mech., China Electr. Power Res. Inst., Beijing, China; Div. of Eng. Mech., China Electr. Power Res. Inst., Beijing, China; Coll. of Comput. Sci. & Technol., Harbin Eng. Univ., Harbin, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","Structural intelligent control system (SICS) is the advanced field of seismic engineering discipline. Due to the inherent nonlinear nature and uncertainty of the semi-active control system based on magnetorheological (MR) fluid damper, an improved back-propagation (BP) algorithm is proposed, which divides the actual structure model into a mechanism model part and a timevarying error model part. By means of off-line training and on-line modifying, the intelligent control system based on the improved BP algorithm are acquired. It can be used to predict the damping force of MR damper and eliminate the influence of time delay. Theoretical analysis and numerical simulations show that the intelligent control system can efficiently reduce the structure responses induced by earthquake, has good performance in adaptively tracking target and displays resistance to disturbances.","","978-1-4244-4507-3","10.1109/CISE.2009.5365292","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5365292","","Vibration control;Intelligent control;Shock absorbers;Damping;Silicon carbide;Uncertainty;Control system synthesis;Nonlinear control systems;Error correction;Delay effects","backpropagation;earthquake engineering;intelligent control;magnetorheology;shock absorbers;structural engineering;vibration control","structural vibration intelligent control;magnetorheological damper;structural intelligent control system;seismic engineering discipline;semi-active control system;magnetorheological fluid damper;back-propagation algorithm;timevarying error model;off-line training;online modifying;MR damper;time delay;structure responses;earthquake;target tracking target","","","","14","","28 Dec 2009","","","IEEE","IEEE Conferences"
"A Design Method of Industrial Wireless Networks Based on WIA-PA","W. Hua; L. Feng; S. Yang","Coll. of Comput. & Inf. Sci., Southwest Univ. of China, Chongqing, China; Coll. of Comput. & Inf. Sci., Southwest Univ. of China, Chongqing, China; Coll. of Comput. & Inf. Sci., Southwest Univ. of China, Chongqing, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","Reducing power consumption to extend network lifetime with limited energy resource is one of the most important challenges in industrial wireless networks. WIA-PA network requires limited energy resource, adapts dynamic surroundings and keeps the reliability of the network. Aiming at low power consumption and cost, this paper introduces the wireless networks for industrial automation on framework, application and performance evaluation, and discusses hardware design and protocol stack based on the energy conservation strategy.","","978-1-4244-4507-3","10.1109/CISE.2009.5365037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5365037","","Design methodology;Wireless networks;Network topology;Industrial control;Monitoring;Hardware;Automatic control;Testing;Energy management;Computer industry","computer network reliability;factory automation;protocols;telecommunication network topology","industrial wireless networks;process automation;WIA-PA;industrial automation;energy conservation strategy;telecommunication network reliability;protocol stack","","","","5","","28 Dec 2009","","","IEEE","IEEE Conferences"
"A Robot's Navigation Method Based on Information Fusion in Dynamic Unknown Environment","W. Meng; X. Han","Inf. Sch., Beijing Forestry Univ., Beijing, China; 706 Inst., China Aerosp. Sci. & Ind. Corp., Beijing, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","An autonomous navigation method of robot in dynamic unknown environment is presented. Human's assistance is used instead of particular description of map. There are two phases in this method. In phase of human's guiding, a rough map of local environment is obtained by sensor fusion. According to polar map, robot moves in dynamic environment in the phase of autonomous navigation. Emergent obstacles are disposed of in this method, and optimization of path is also attained. Experiment results show the effectiveness of this method.","","978-1-4244-4507-3","10.1109/CISE.2009.5366561","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5366561","","Navigation;Robot sensing systems;Aerodynamics;Service robots;Intelligent robots;Path planning;Sensor fusion;Aerospace industry;Humans;Shape","navigation;sensor fusion","robots navigation method;information fusion;dynamic unknown environment;autonomous navigation method;human assistance;local environment rough map;sensor fusion;path optimization","","1","","8","","28 Dec 2009","","","IEEE","IEEE Conferences"
"FSHP Synchronization in Rikitake Chaotic Flow and Application to Secure Communication","B. Zhou; L. Qi; X. Li","Coll. of Inf. Eng., Tarim Univ., Alar, China; Coll. of Inf. Eng., Tarim Univ., Alar, China; Dept. of Electron. Eng., City Univ. of Hong Kong, Hong Kong, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","In this paper, based on the Lyapunov's direct method, the general FSHPS scheme is given, the application of it to Rikitake chaotic flow is investigated and validated further. Furthermore, the effect of the controller and external noise are studied by measuring the mean squared (MSE). Additionally, a novel chaos communication method is proposed based on FSHPS. Numerical simulations are used to verify the effectiveness of the proposed schemes.","","978-1-4244-4507-3","10.1109/CISE.2009.5366306","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5366306","","Chaotic communication;Control systems;Communication system control;Noise measurement;Numerical simulation;Nonlinear control systems;Educational institutions;Drives;Fractals;Equations","chaos;Lyapunov methods;mean square error methods;nonlinear dynamical systems;numerical analysis","FSHP synchronization;Rikitake chaotic flow;secure communication;Lyapunov direct method;mean squared;chaos communication method;numerical simulations;dynamical systems","","","","9","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Study on the Facility Layout in Workshop Based on Improved Adaptive Genetic Algorithm","Y. Zhang; H. Zhang; Z. -f. Fang; Q. Wang","Coll. of Mech. & Mater. Eng., China Three Gorges Univ., Yichang, China; Coll. of Mech. & Mater. Eng., China Three Gorges Univ., Yichang, China; Coll. of Mech. & Mater. Eng., China Three Gorges Univ., Yichang, China; Coll. of Mech. & Mater. Eng., China Three Gorges Univ., Yichang, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","An improved adaptive genetic algorithm for solving facility layout problem is proposed. The principle of the algorithm is: during running process, making the crossover and mutation possibility adjust adaptively along with the value of fitness in accordance with the laws of sigmoid function curve; using smaller crossover and mutation possibility for the individuals of better patterns while lager crossover and mutation possibility for the individuals of worse patterns so as to preserve excellent patterns of population, increase convergence speed and improve the probability of obtaining globally optimal solution. Through a calculation example and comparison with other algorithms, those prove that the improved genetic algorithm in this paper is characterized by better robustness, faster convergence and stronger adaptive capability. The algorithm has a better effect on the optimization problem of facility layout in workshop.","","978-1-4244-4507-3","10.1109/CISE.2009.5363179","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5363179","","Genetic algorithms;Layout;Conferences;Convergence;Algorithm design and analysis;Genetics;Logistics","facilities layout;genetic algorithms","adaptive genetic algorithm;facility layout problem;sigmoid function curve;workshop","","1","","12","","28 Dec 2009","","","IEEE","IEEE Conferences"
"A Novel Orbit Perturbation Method for Continuous-Time Chaos to Obtain Dynamic Seeds-Key Stream Cipher","Y. Weng; R. Zheng; Y. Chen","Dept. of Autom., Beijing Tech. & Bus. Univ., Beijing, China; Dept. of Autom., Beijing Tech. & Bus. Univ., Beijing, China; Dept. of Comput. Sci., Beijing Tech. & Bus. Univ., Beijing, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","5","It is possible for continuous-time chaos based stream ciphers to have larger seeds-key space and longer seeds-key than discrete-time chaos based ones. However, they are not applicable because of the many long-length run-courses and very large departure time. The orbit perturbation method to chaotic stranger attractor is proposed to solve the problems. It is proved that the systems keep chaotic after their parameters are overlaid by some chaotic variables. As a result, the run-course closes to the ideal values, and the departure time is decreased greatly. It is verified by Lorenz, Rossler and Chen systems. Using the orbit perturbation method, the chaotic stream ciphers with dynamic seeds-key could be obtained. It is obviously safer than the ones using original chaotic sequences.","","978-1-4244-4507-3","10.1109/CISE.2009.5366879","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5366879","","Perturbation methods;Chaos;Cryptography;Automation;Random sequences;Differential equations;Computer science;Logistics;Binary sequences;History","chaos;cryptography;perturbation techniques","orbit perturbation method;continuous-time chaos based stream ciphers;chaotic stranger attractor;dynamic seeds-key space;chaotic sequences","","","","6","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Information Flow Design as the Backbone of ICT Enhanced Instructional System Design","G. Ruan; X. Xu","Dept. of Educ. Technol., Zhejiang Normal Univ., Jinhua, China; Lab. of Cognition & ICT, South China Normal Univ., Guangzhou, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","In this paper, we advised to focus on design and implementation of information-flow while integrating information communication technologies (ICT) into education and instruction, held that during the process of applying ICT in education and instruction, it is crucial to make use of the advantages of ICT in processing information, and systematically design information-flows to achieve smooth communication and sublimation and to keep the health and evolution of educational information ecosystems. This paper also provided a case study to present the procedure and methods to design and implementation information-flow design in current ICT backgrounds.","","978-1-4244-4507-3","10.1109/CISE.2009.5363716","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5363716","","Spine;Education;Educational technology;Technological innovation;Communications technology;Ecosystems;Educational institutions;Cognition;Design methodology;Robustness","computer aided instruction","information flow design;ICT enhanced instructional system design;information communication technologies;educational information ecosystems","","","","7","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Attribution Reduction of Battlefield Electromagnetic Measurement Based on Fuzzy-Rough Information Entropy","J. Xu; G. Liu; J. Zhao","High-tech Inst. of Hongqing Town, Xi'an, China; High-tech Inst. of Hongqing Town, Xi'an, China; High-tech Inst. of Hongqing Town, Xi'an, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","To study the battlefield electromagnetic measurement data effectively, it is very necessary to research a valid attribute reduction method for dealing with the measurement information. Firstly, the deficiencies of some current information entropy models are analyzed, and a new kind of generalized information entropy model based on fuzzy-rough set is proposed, which can introduce the probability distribution of objects in the universe into the entropy calculation. Secondly, a measurement of significance of attributes based on the proposed model is studied, and then a heuristic fuzzy-rough data reduction method based on the information entropy has been put forward. Finally, four teams of measurement data of electromagnetic target in a certain battlefield have been chosen for constructing the fuzzy decision table, and the method discussed above is applied on the example for attributes reduction. The calculation result has shown the validity of attribution reduction of battlefield electromagnetic measurement based on the proposed method.","","978-1-4244-4507-3","10.1109/CISE.2009.5365359","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5365359","","Electromagnetic measurements;Information entropy;Fuzzy set theory;Fuzzy sets;Information analysis;Cities and towns;Probability distribution;Uncertainty;Fuzzy systems;Information systems","decision tables;electronic warfare;entropy;fuzzy set theory;rough set theory;statistical distributions","attribution reduction;battlefield electromagnetic measurement;fuzzy-rough information entropy;fuzzy-rough set;probability distribution;fuzzy-rough data reduction method;fuzzy decision table","","","","12","","28 Dec 2009","","","IEEE","IEEE Conferences"
"High Accuracy Nystrom Methods for Solving Mixed BIES of Scattering Problems","J. Peng; J. Huang","Sch. of Appl. Math., Univ. of Electron. Sci. & Technol. of China, Chengdu, China; Sch. of Appl. Math., Univ. of Electron. Sci. & Technol. of China, Chengdu, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","This paper presents high accuracy Nystrom methods (NM) for solving mixed boundary integral equations of scattering problems. We show that errors of the algorithm possess asymptotic expansions with the third power on the mesh parameter. Hence, the accuracy degree of approximations can be greatly improved by extrapolation algorithms (EA). Moreover, a posterior asymptotic error estimate is derived, which can be used to construct self-adaptive algorithms.","","978-1-4244-4507-3","10.1109/CISE.2009.5363183","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5363183","","Acoustic scattering;Mathematics;Paper technology;Integral equations;Acoustic waves;Kernel;Extrapolation;Matrix converters;Boundary conditions;Boundary value problems","acoustic wave scattering;boundary integral equations;error analysis;extrapolation","Nystrom method;scattering problem;mixed boundary integral equation;asymptotic expansion;mesh parameter;extrapolation algorithm;posterior asymptotic error estimation;self-adaptive algorithm;acoustic wave scattering","","","","4","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Evaluation of Factors Affecting the Efficacy of English Listening Comprehension Based on CALL","H. Zheng; L. Han; J. Guo","Coll. of Literature, Hebei Univ. of Eng., Handan, China; Coll. of Literature, Hebei Univ. of Eng., Handan, China; Coll. of Literature, Hebei Univ. of Eng., Handan, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","This paper is intended to elaborate on the multimedia listening activity of the effect on the learners' listening comprehension. It first describes a course-support hypermedia language-learning environment based on computer-assisted language learning (CALL) system, and shows the design and implementation of the courseware in this environment. Further study was conducted to identify positive and negative factors influencing the effectiveness of CALL system on listening comprehension. The factors considered in this study were the teaching style, the time available for the students to study, help options and student's motivation. After a period of two-year research and test, the corresponding data analyses and results of this study confirmed the influence of the above factors on the effectiveness and usefulness of CALL system. In addition, it was concluded that no one factor alone, could optimize the effect of listening comprehension, and that a systems approach is indispensable in improving the efficacy of listening comprehension by CALL.","","978-1-4244-4507-3","10.1109/CISE.2009.5364806","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5364806","","Education;Educational institutions;Courseware;Natural languages;Data analysis;Data visualization;Electronic mail;System testing;Internet;Logic","courseware;hypermedia;multimedia computing;natural language processing","English listening comprehension;multimedia listening activity;course-support hypermedia language-learning environment;computer-assisted language learning system;courseware;teaching style;data analysis","","","","6","","28 Dec 2009","","","IEEE","IEEE Conferences"
"CMOS Sensor Sequences Designing of High-Speed Image Acquisition System Based on FPGA","Z. Huang; H. Li","Sch. of Mechatronical Eng., Beijing Inst. of Technol., Beijing, China; Sch. of Mechatronical Eng., Beijing Inst. of Technol., Beijing, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","High-speed image acquisition technology can be used in lots of industrial or scientific occasions to analysis dynamic process of experiments or tests. This paper proposed a low-cost multi-occasion high-speed image acquisition system. Based on completed hardware platform, we chose VHDL to complete the software design. Aimed at the sequences designing of CMOS sensor, the way of using counters to create sequences with VHDL has been chosen and it is more suitable for VHDL to describe the sequence with strict timing relationship. And then the programs has been simulated and synthesized, the results indicates that the course of design, simulation and verification is reasonable and efficient.","","978-1-4244-4507-3","10.1109/CISE.2009.5363541","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5363541","","CMOS image sensors;Sensor systems;Field programmable gate arrays;CMOS technology;Image analysis;Testing;Hardware;Software design;Sensor phenomena and characterization;Counting circuits","CMOS image sensors;data acquisition;field programmable gate arrays;hardware description languages","CMOS sensor sequences;high-speed image acquisition;FPGA;VHDL;software design;strict timing relationship","","","","7","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Dynamically Discovering Functional Likely Program Invariants Based on Relational Database Theory","X. -h. Yang; J. Liu; T. -l. Yu; Y. Luo; Q. -j. Wu","Sch. of Comput. Sci. & Technol., Univ. of South China, Hengyang, China; Sch. of Comput. Sci. & Technol., Univ. of South China, Hengyang, China; Sch. of Comput. Sci. & Technol., Univ. of South China, Hengyang, China; NA; Sch. of Comput. Sci. & Technol., Univ. of South China, Hengyang, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","Dynamic likely program invariant detection technology is an available instrument for discovering contract from large program in non-formal description. It is of benefit to contract technology exerting more influence on program quality assurance. Since the research of invariant detection technology has just started that the rough detection usually use hypothesis verification approach which relies on the experience of the detector and his degree of understanding of the detected program so that there is serious lack of accuracy and efficiency. This paper tempts to divide the invariants into two kinds that one is called functional invariant and the other is non-functional type based on relational data theory before starting the invariant detection. The paper focuses on the approach of detecting functional likely invariant, which accomplish detecting existence of them by discovering functional dependence set of the program variable at first and then detecting the forms of the existent invariants after deducing the function dependence set. Experiments demonstrate that this approach not only solves the problems of blind detection to improve the efficiency but also reduces the possibility of missing important functional invariants compared with the traditional hypothesis verification approach such as Daikon.","","978-1-4244-4507-3","10.1109/CISE.2009.5364452","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5364452","","Relational databases;Contracts;Computer science;Detectors;Testing;Software quality;Instruments;Quality assurance;Data analysis;Application software","functional programming;program diagnostics;program verification;quality assurance;relational databases;software quality;system monitoring","relational database theory;functional likely program invariants;nonformal description;contract technology;program quality assurance;invariant detection technology;hypothesis verification approach;functional invariant;nonfunctional invariant;program variable;function dependence set;blind detection problem;Daikon;static analysis;dynamic analysis","","1","","16","","28 Dec 2009","","","IEEE","IEEE Conferences"
