Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
90,"F Ahmed, LF Capretz, S Bouktif, P Campbell","Soft skills and software development: A reflection from the software industry",2015,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1507.06873","https://scholar.google.com/scholar?cites=8072924643314060471&as_sdt=2005&sciodt=0,5&hl=en",272,"2021-05-11 13:43:02","","","","",,,,,90,15.00,23,4,6,"Soft Skills and Software Development: A Reflection from Software Industry … Rivers University, Kamloops, BC, Canada 2Department of Electrical and Computer Engineering, University of Western, London, Ontario, Canada 3,4College of Information Technology, UAE University, Al …"
71,"O Franco-Bedoya, D Ameller, D Costal…","Open source software ecosystems: A Systematic mapping",2017,"… and software technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917304512","https://scholar.google.com/scholar?cites=15003738328685213539&as_sdt=2005&sciodt=0,5&hl=en",273,"2021-05-11 13:43:02","","","","",,,,,71,17.75,18,4,4,"Context: Open source software (OSS) and software ecosystems (SECOs) are two consolidated research areas in software engineering. OSS influences the way organizations develop, acquire, use and commercialize software. SECOs have emerged as a paradigm to …"
65,"M Jureczko","Significance of different software metrics in defect prediction",2011,"Software Engineering: An International Journal","researchgate.net","https://www.researchgate.net/profile/Marian_Jureczko/publication/234138669_Significance_of_Different_Software_Metrics_in_Defect_Prediction/links/0fcfd50f833eb7926f000000.pdf","https://scholar.google.com/scholar?cites=14147902522168990005&as_sdt=2005&sciodt=0,5&hl=en",274,"2021-05-11 13:43:02","PDF","","","",,,,,65,6.50,65,1,10,"… Significance of Different Software Metrics in Defect Prediction Marian Jureczko Institute of Computer Engineering, Control and Robotics Wrocław University of Technology Wybrzeże Wyspiańskiego 27, 50-370, Wrocław - Poland marian.jureczko@pwr.wroc.pl …"
93,"MA Babar, L Chen, F Shull","Managing variability in software product lines",2010,"IEEE software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5452151/","https://scholar.google.com/scholar?cites=780618054818808497&as_sdt=2005&sciodt=0,5&hl=en",275,"2021-05-11 13:43:02","","","","",,,,,93,8.45,31,3,11,"… 4th Int'l Workshop on Software Product-Family Eng., Springer, 2002, pp. 13–21. 5. M. Sinnema and S. Deelstra, “Classifying Variability Modeling Techniques,” Informa- tion and Software Technology, vol. 49, no. 7, 2007, pp. 717–739 …"
45,"C França, H Sharp, FQB Da Silva","Motivated software engineers are engaged and focused, while satisfied ones are happy",2014,"… Symposium on Empirical software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2652524.2652545","https://scholar.google.com/scholar?cites=9737927601584231491&as_sdt=2005&sciodt=0,5&hl=en",276,"2021-05-11 13:43:02","","","","",,,,,45,6.43,15,3,7,"… Motivation in Software Engineering: A systematic literature review, Information and Software Technology, 50, 860-878 … Models of motivation in software engineering, Information and Software Technology. [4] França, ACC, Felix, AL , and da Silva, FQB, 2012 …"
7,"K Juan","Effects of interactive software on student achievement and engagement in four secondary school geometry classes, compared to two classes with no technology …",2015,"","search.proquest.com","https://search.proquest.com/openview/6a2e97fb445b28b3787ec63fe92b5dd2/1?pq-origsite=gscholar&cbl=18750","https://scholar.google.com/scholar?cites=9376307350958335798&as_sdt=2005&sciodt=0,5&hl=en",277,"2021-05-11 13:43:02","","","","",,,,,7,1.17,7,1,6,"This study examined the effects of a dynamic geometry software (DGS) program, GeoGebra, on student engagement and student achievement on students in four geometry classes at a secondary school in Belize. Two teachers and 139 students in ninth grade were part of this …"
63,"CA González, J Cabot","Formal verification of static software models in MDE: A systematic review",2014,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584914000627","https://scholar.google.com/scholar?cites=4342909335296004760&as_sdt=2005&sciodt=0,5&hl=en",278,"2021-05-11 13:43:02","","","","",,,,,63,9.00,32,2,7,"Abstract Context Model-driven Engineering (MDE) promotes the utilization of models as primary artifacts in all software engineering activities. Therefore, mechanisms to ensure model correctness become crucial, specially when applying MDE to the development of …"
542,"J Wareham, PB Fox, JL Cano Giner","Technology ecosystem governance",2014,"Organization science","pubsonline.informs.org","https://pubsonline.informs.org/doi/abs/10.1287/orsc.2014.0895","https://scholar.google.com/scholar?cites=16499482200451856601&as_sdt=2005&sciodt=0,5&hl=en",279,"2021-05-11 13:43:02","","","","",,,,,542,77.43,181,3,7,"… This form of organising has been successfully used in smartphone, gaming, commercial software, and industrial sectors. Technology ecosystems require stability and homogeneity to leverage common investments in standard components, but they also need variability and …"
31,"KW Miller, J Voas, T Costello","Free and open source software",2010,"It Professional","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5662568/","https://scholar.google.com/scholar?cites=6525197521496070975&as_sdt=2005&sciodt=0,5&hl=en",280,"2021-05-11 13:43:02","","","","",,,,,31,2.82,10,3,11,"… Keith W. Miller is the Schewe Professor of Computer Science at the University of Illinois at Springfield. His research interests include computer ethics, software test- ing, and online learning. He's the editor in chief of IEEE Technology and Society …"
56,"L Morgan, P Finnegan","Beyond free software: An exploration of the business value of strategic open source",2014,"The Journal of Strategic Information Systems","Elsevier","https://www.sciencedirect.com/science/article/pii/S0963868714000286","https://scholar.google.com/scholar?cites=12399883577573159996&as_sdt=2005&sciodt=0,5&hl=en",281,"2021-05-11 13:43:02","","","","",,,,,56,8.00,28,2,7,"… Compti Centre, France, Air Traffic Mgt, Senior Researcher, 2700. RNC, Finland, Mobile Communications, Head of Software Technology, 1200. Meditech, Netherlands, Supplier of medical equipment & devices, International Project Leader, 30,000 …"
37,"N Carroll","Key success factors for smart and connected health software solutions",2016,"Computer","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7742288/","https://scholar.google.com/scholar?cites=14303883975202195142&as_sdt=2005&sciodt=0,5&hl=en",282,"2021-05-11 13:43:02","","","","",,,,,37,7.40,37,1,5,"… Prototype The development of software solutions with healthcare technology providers commences by ensuring software developers are clear on the product goal, identifying key factors to be tested, and monitoring patient feedback …"
662,"R Eadie, M Browne, H Odeyinka, C McKeown…","BIM implementation throughout the UK construction project lifecycle: An analysis",2013,"Automation in …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0926580513001507","https://scholar.google.com/scholar?cites=12495575994934690470&as_sdt=2005&sciodt=0,5&hl=en",283,"2021-05-11 13:43:02","","","","",,,,,662,82.75,132,5,8,"… the highest positive impact. The process aspects are more important than the software technology. BIM necessitates investment in software and training however, smaller practices can afford it. Stakeholder financial benefits …"
42,"D Mcdysan","Software defined networking opportunities for transport",2013,"IEEE Communications Magazine","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6476862/","https://scholar.google.com/scholar?cites=17944231676128617768&as_sdt=2005&sciodt=0,5&hl=en",284,"2021-05-11 13:43:02","","","","",,,,,42,5.25,42,1,8,"… Software definable forwarding (modulation/demodula- tion, encoding/decoding, etc.). Much work is occurring on software-defined radio technology, and some of this may be applicable to software-defined optical technology …"
74,"H Tong, B Liu, S Wang","Software defect prediction using stacked denoising autoencoders and two-stage ensemble learning",2018,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917300113","https://scholar.google.com/scholar?cites=5184526422007058427&as_sdt=2005&sciodt=0,5&hl=en",285,"2021-05-11 13:43:02","","","","",,,,,74,24.67,25,3,3,"Context Software defect prediction (SDP) plays an important role in allocating testing resources reasonably, reducing testing costs, and ensuring software quality. However, software metrics used for SDP are almost entirely traditional features compared with deep …"
26,"A Maglyas, U Nikula, K Smolander","Lean solutions to software product management problems",2012,"IEEE software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6226343/","https://scholar.google.com/scholar?cites=13489883853470422335&as_sdt=2005&sciodt=0,5&hl=en",286,"2021-05-11 13:43:02","","","","",,,,,26,2.89,9,3,9,"… Software Engineering Laboratory, Lappeenranta University of Technology Abstract … [15] U. Nikula, C. Jurvanen, O. Gotel, and DC Gause, “Empirical validation of the Classic Change Curve on a software technology change project,” Information and Software Technology, vol …"
38,"A Sharma, S Sengupta, A Gupta","Exploring risk dimensions in the Indian software industry",2011,"Project Management …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1002/pmj.20258","https://scholar.google.com/scholar?cites=17432824890412420987&as_sdt=2005&sciodt=0,5&hl=en",287,"2021-05-11 13:43:02","","","","",,,,,38,3.80,13,3,10,"… Indian Software Industry Arpita Sharma, Professional Development Department, Jaypee Institute of Information Technology, Noida, India Santoshi Sengupta, Professional Development Department, Jaypee Institute of Information Technology, Noida, India Aayushi Gupta …"
60,"BA Kitchenham","Systematic review in software engineering: where we are and where we should be going",2012,"… workshop on Evidential assessment of software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2372233.2372235","https://scholar.google.com/scholar?cites=11526996535415192455&as_sdt=2005&sciodt=0,5&hl=en",288,"2021-05-11 13:43:02","","","","",,,,,60,6.67,60,1,9,"… reviews (SLRs) of Software Engineering topics and research questions. As software engineers began to use the SLR technology, they also began to comment on the SLR process itself. Brereton et al (2007) was one of the first …"
39,"J Andrade, J Ares, MA Martínez, J Pazos…","An architectural model for software testing lesson learned systems",2013,"… Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584912000523","https://scholar.google.com/scholar?cites=15033964393757396831&as_sdt=2005&sciodt=0,5&hl=en",289,"2021-05-11 13:43:02","","","","",,,,,39,4.88,8,5,8,"Context Software testing is a key aspect of software reliability and quality assurance in a context where software development constantly has to overcome mammoth challenges in a continuously changing environment. One of the characteristics of software testing is that it …"
62,"AB Al-Badareen, MH Selamat, MA Jabar, J Din…","Software quality models: A comparative study",2011,"… Conference on Software …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-22170-5_4","https://scholar.google.com/scholar?cites=1600359593353884716&as_sdt=2005&sciodt=0,5&hl=en",290,"2021-05-11 13:43:02","","","","",,,,,62,6.20,12,5,10,"… B2B applications. Information and Software Technology 51, 599–609 (2009) 8. Kumar, A., Grover, PS, Kumar, R.: A quantitative evaluation of aspect-oriented software quality model (AOSQUAMO). SIGSOFT Softw. Eng. Notes …"
7,"L Surya","Improve Software Development Quality Using ML Practices",2018,"International Journal of Emerging Technologies and …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3785659","https://scholar.google.com/scholar?cites=17917475712673318623&as_sdt=2005&sciodt=0,5&hl=en",291,"2021-05-11 13:43:02","","","","",,,,,7,2.33,7,1,3,"… reviews to discover all sorts of data collection alternatives. The main views addressed are; machine learning as a technology used in enhancing software development and the parameters quantification which impacts the productivity, functionality, and quality of software …"
63,"I Herraiz, D Izquierdo-Cortazar…","Flossmetrics: Free/libre/open source software metrics",2009,"… on Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4812771/","https://scholar.google.com/scholar?cites=18162791528536303262&as_sdt=2005&sciodt=0,5&hl=en",292,"2021-05-11 13:43:02","","","","",,,,,63,5.25,21,3,12,"… Information and Software Technology, 40(14):811–821, 1998. [5] W. Tichy … Lec- ture notes on empirical software engineering, chapter Exper- imental validation of new software technology, pages 229– 263. World Scientific Publishing Co., Inc., River Edge, NJ, USA, 2003 …"
81,"C Wohlin, R Prikladniki","Systematic literature reviews in software engineering",2013,"Information and Software Technology","dl.acm.org","https://dl.acm.org/doi/abs/10.1016/j.infsof.2013.02.002","https://scholar.google.com/scholar?cites=12944361142353976471&as_sdt=2005&sciodt=0,5&hl=en",293,"2021-05-11 13:43:02","CITATION","","","",,,,,81,10.13,41,2,8,"… Editorial: Systematic literature reviews in software engineering. Share on. Authors: Claes Wohlin profile image Claes Wohlin. Information and Software Technology, Blekinge Institute of Technology, Sweden. Information and Software Technology, Blekinge Institute of Technology, Sweden. View …"
984,"PC Jorgensen","Software testing: a craftsman's approach",2013,"","taylorfrancis.com","https://www.taylorfrancis.com/books/mono/10.1201/9781439889503/software-testing-paul-jorgensen","https://scholar.google.com/scholar?cites=826428363802130669&as_sdt=2005&sciodt=0,5&hl=en",294,"2021-05-11 13:43:02","BOOK","","","",,,,,984,123.00,984,1,8,"… Page 18. xvii Preface to the Third Edition Five years have passed since the second edition appeared, and software testing has seen a renais- sance of renewed interest and technology. The biggest change is the growing prominence and acceptance of agile programming …"
8,"E Kilu, F Milani, E Scott, D Pfahl","Agile software process improvement by learning from financial and fintech companies: LHV bank case study",2019,"International Conference on Software …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-05767-1_5","https://scholar.google.com/scholar?cites=3252362508210061368&as_sdt=2005&sciodt=0,5&hl=en",295,"2021-05-11 13:43:02","","","","",,,,,8,4.00,2,4,2,"… including financial institutions. Also in financial institutions software technology is playing a larger and larger role every year. All signs indicate that it is time to change the management principles in financial institutions. Instead of …"
62,"S Basri, RV O'Connor","Understanding the perception of very small software companies towards the adoption of process standards",2010,"European Conference on Software Process …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-15666-3_14","https://scholar.google.com/scholar?cites=5101340231113944307&as_sdt=2005&sciodt=0,5&hl=en",296,"2021-05-11 13:43:02","","","","",,,,,62,5.64,31,2,11,"… Experience with a light assessment tool. Journal Information & Software Technology 50(7-8) (2008) 12. Zahran, S.: Software Process Improvement: Practical Guidelines for Business Success. Addison Wesley, Boston (1998) 13 …"
42,"SD Müller, P Kræmmergaard…","Managing cultural variation in software process improvement: A comparison of methods for subculture assessment",2009,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4803786/","https://scholar.google.com/scholar?cites=3717232759425162860&as_sdt=2005&sciodt=0,5&hl=en",297,"2021-05-11 13:43:02","","","","",,,,,42,3.50,14,3,12,"… CULTURE IN SPI While culture is an important object of study within manage- ment of information technology (IT), Ford et al. argue that most research has focused on IT management in general whereas other issues, eg, software development, have largely been ne- glected [19 …"
76,"W Zhao, C Watanabe, C Griffy-Brown","Competitive advantage in an industry cluster: The case of Dalian Software Park in China",2009,"Technology in society","Elsevier","https://www.sciencedirect.com/science/article/pii/S0160791X09000335","https://scholar.google.com/scholar?cites=10924543960071059534&as_sdt=2005&sciodt=0,5&hl=en",298,"2021-05-11 13:43:02","","","","",,,,,76,6.33,25,3,12,"This paper explores the competitive advantage of Chinese software parks for promoting industrial development. These industry clusters provide competitive advantage because they are rooted in local institutional systems. Taking the case of Dalian Software Park in …"
101,"J Lee, S Kang, D Lee","A survey on software product line testing",2012,"Proceedings of the 16th International Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2362536.2362545","https://scholar.google.com/scholar?cites=16277162483481174902&as_sdt=2005&sciodt=0,5&hl=en",299,"2021-05-11 13:43:02","","","","",,,,,101,11.22,34,3,9,"Page 1. A Survey on Software Product Line Testing Jihyun … ABSTRACT Software product line (SPL) testing consists of two separate but closely related test engineering activities: domain testing and application testing. Various …"
52,"J Dhlamini, I Nhamu, A Kaihepa","Intelligent risk management tools for software development",2009,"… of the 2009 Annual Conference of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1562741.1562745","https://scholar.google.com/scholar?cites=11928932122726320626&as_sdt=2005&sciodt=0,5&hl=en",300,"2021-05-11 13:43:02","","","","",,,,,52,4.33,17,3,12,"… integrated develop- ment environments ( IDEs ). Some tools support particular phases of the project cycle while others can be used with a spe- cific software development model or technology. Some aspects of software development …"
71,"C Goble","Better software, better research",2014,"IEEE Internet Computing","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6886129/","https://scholar.google.com/scholar?cites=716283509073421334&as_sdt=2005&sciodt=0,5&hl=en",301,"2021-05-11 13:43:02","","","","",,,,,71,10.14,71,1,7,"… IEEE Softwareseeks practical, readable articles that will appeal to experts and nonexperts alike. The magazine aims to deliver reliable information to software developers and managers to help them stay on top of rapid technology change …"
45,"V Garousi, JM Fernandes","Highly-cited papers in software engineering: The top-100",2016,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584915001871","https://scholar.google.com/scholar?cites=862702144193206610&as_sdt=2005&sciodt=0,5&hl=en",302,"2021-05-11 13:43:02","","","","",,,,,45,9.00,23,2,5,"Context According to the search reported in this paper, as of this writing (May 2015), a very large number of papers (more than 70,000) have been published in the area of Software Engineering (SE) since its inception in 1968. Citations are crucial in any research area to …"
114,"C Sharma, S Sabharwal, R Sibal","A survey on software testing techniques using genetic algorithm",2014,"arXiv preprint arXiv:1411.1154","arxiv.org","https://arxiv.org/abs/1411.1154","https://scholar.google.com/scholar?cites=16971080224646730579&as_sdt=2005&sciodt=0,5&hl=en",303,"2021-05-11 13:43:02","","","","",,,,,114,16.29,38,3,7,"A Survey on Software Testing Techniques using Genetic Algorithm Chayanika Sharma1, Sangeeta Sabharwal2, Ritu Sibal3 Department of computer Science and Information Technology, University of Delhi, Netaji Subhas Institute of Technology Azad Hind Fauz Marg, Dwarka …"
82,"S Deshpande, I Richardson, V Casey…","Culture in global software development-a weakness or strength?",2010,"… on Global Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5581495/","https://scholar.google.com/scholar?cites=1243888337225355576&as_sdt=2005&sciodt=0,5&hl=en",304,"2021-05-11 13:43:02","","","","",,,,,82,7.45,21,4,11,"… (1 PM & Software Engineer was females.) 5 Mega Technology Software 70,000 IT strategy, consulting, system integration, design, application development, implementation, maintenance and product engineering. Chief Consultant, Senior & Junior Software Engineer 3 …"
50,"N Ando, S Kurihara, G Biggs, T Sakamoto…","Software Deployment Infrastructure for Component Based RT-Systems.",2011,"J. Robotics …","openrtm.org","https://www.openrtm.org/openrtm/sites/default/files/4564/JRM_Vol23_No3_%20Jun_2011_pp.350-359.pdf","https://scholar.google.com/scholar?cites=10320626652761083393&as_sdt=2005&sciodt=0,5&hl=en",305,"2021-05-11 13:43:02","PDF","","","",,,,,50,5.00,10,5,10,"… All the profile specifications defined in this article and the implemented services and tools are disclosed in [3]. Acknowledgements This study is partially subsidized in 2009 by NEDO Intelligent Robot Technology Software Project (2007 to 2011) …"
41,"T Tahir, G Rasool, C Gencel","A systematic literature review on software measurement programs",2016,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584916300131","https://scholar.google.com/scholar?cites=11585244638554325848&as_sdt=2005&sciodt=0,5&hl=en",306,"2021-05-11 13:43:02","","","","",,,,,41,8.20,14,3,5,"Context Software measurement programs (MPs) are an important means for understanding, evaluating, managing, and improving software processes, products and resources. However, implementing successful MPs still remains a challenge. Objectives To make a …"
57,"Z Li, F Yang, S Su","Fuzzy multi-attribute decision making-based algorithm for semantic web service composition",2009,"Journal of Software","en.cnki.com.cn","https://en.cnki.com.cn/Article_en/CJFDTotal-RJXB200903010.htm","https://scholar.google.com/scholar?cites=7687199960966819116&as_sdt=2005&sciodt=0,5&hl=en",307,"2021-05-11 13:43:02","","","","",,,,,57,4.75,19,3,12,"… 3, CUI Xun-Xue 1,2 and LIN Chuang 2 1 (State Key Laboratory for Novel Software Technology,Nanjing University,Nanjing 210093) 2 (Department of Computer Science and Technology,Tsinghua University, Beijing 100084);Multicast QoS Routing Optimization Based …"
66,"R Lai, M Garg","A detailed study of NHPP software reliability models",2012,"Journal of Software","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.655.7971&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=10580831662960033330&as_sdt=2005&sciodt=0,5&hl=en",308,"2021-05-11 13:43:02","PDF","","","",,,,,66,7.33,33,2,9,"… However, in stark contrast with the rapid advancement of hardware technology, proper development of software technology has failed miserably to keep pace in all measures, including quality, productivity, cost and performance. When the requirement for and dependencies on …"
96,"M Harman","Software engineering meets evolutionary computation",2011,"IEEE Annals of the History of Computing","cs.ucl.ac.uk","http://www0.cs.ucl.ac.uk/staff/mharman/ieee-computer.pdf","https://scholar.google.com/scholar?cites=17974718509236648663&as_sdt=2005&sciodt=0,5&hl=en",309,"2021-05-11 13:43:02","PDF","","","",,,,,96,9.60,96,1,10,"… 4, no. 4, 2010, pp. 203-249. 6. W. Afzal, R. Torkar, and R. Feldt, “A Systematic Review of Search-Based Testing for Non-Functional System Proper- ties,” Information and Software Technology, vol. 51, no. 6, 2009, pp. 957-976 …"
33,"LT Heeager, PA Nielsen","A conceptual model of agile software development in a safety-critical context: A systematic literature review",2018,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584918301125","https://scholar.google.com/scholar?cites=138761790655494621&as_sdt=2005&sciodt=0,5&hl=en",310,"2021-05-11 13:43:02","","","","",,,,,33,11.00,17,2,3,"Context Safety-critical software systems are increasingly being used in new application areas, such as personal medical devices, traffic control, and detection of pathogens. A current research debate is regarding whether safety-critical systems are better developed …"
80,"ZA Khalifelu, FS Gharehchopogh","Comparison and evaluation of data mining techniques with algorithmic models in software cost estimation",2012,"Procedia Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S221201731200014X","https://scholar.google.com/scholar?cites=18267925860947376934&as_sdt=2005&sciodt=0,5&hl=en",311,"2021-05-11 13:43:02","","","","",,,,,80,8.89,40,2,9,"Abstract Software Cost Estimation (SCE) is one of important topics in producing software in recent decades. Real estimation requires cost and effort factors in producing software by using of algorithmic or Artificial Intelligent (AI) techniques. Boehm developed the …"
57,"K Robles, A Fraga, J Morato, J Llorens","Towards an ontology-based retrieval of UML Class Diagrams",2012,"… and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584911001613","https://scholar.google.com/scholar?cites=2130571665189531983&as_sdt=2005&sciodt=0,5&hl=en",312,"2021-05-11 13:43:02","","","","",,,,,57,6.33,14,4,9,"Abstract Context Software Reuse has always been an important area amongst software companies in order to increase their productivity and the quality of their products, but code reuse is not the only answer for this. Nowadays, reuse techniques proposals include …"
74,"SLR Vrhovec, T Hovelja, D Vavpotič…","Diagnosing organizational risks in software projects: Stakeholder resistance",2015,"International journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0263786315000575","https://scholar.google.com/scholar?cites=6148621677899487966&as_sdt=2005&sciodt=0,5&hl=en",313,"2021-05-11 13:43:02","","","","",,,,,74,12.33,19,4,6,"… Elsevier. International Journal of Project Management. Volume 33, Issue 6, August 2015, Pages 1262-1273. International Journal of Project Management. Diagnosing organizational risks in software projects: Stakeholder resistance … 2.1. Software project risk management …"
87,"M Kukko","Knowledge sharing barriers in organic growth: A case study from a software company",2013,"The Journal of High Technology Management …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1047831013000072","https://scholar.google.com/scholar?cites=15404777459459242240&as_sdt=2005&sciodt=0,5&hl=en",314,"2021-05-11 13:43:02","","","","",,,,,87,10.88,87,1,8,"In a high-technology field such as the software business, there are many companies striving for growth. For small software firms organic growth is a natural way to grow and often the chosen route. Effective knowledge sharing is crucial for an organically growing software …"
65,"C Buckl, A Camek, G Kainz, C Simon…","The software car: Building ICT architectures for future electric vehicles",2012,"2012 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6183198/","https://scholar.google.com/scholar?cites=13063852314352627324&as_sdt=2005&sciodt=0,5&hl=en",315,"2021-05-11 13:43:02","","","","",,,,,65,7.22,13,5,9,"… REFERENCES [1] “The software car: Information and communication technology (ict) as an engine for the electromobility of the future,” ForTISS GmbH, Tech. Rep., March 2011, summary of results of the ”eCar ICT System Architecture …"
104,"S Wagner, M Ruhe","A systematic review of productivity factors in software development",2018,"arXiv preprint arXiv:1801.06475","arxiv.org","https://arxiv.org/abs/1801.06475","https://scholar.google.com/scholar?cites=1983081496740948765&as_sdt=2005&sciodt=0,5&hl=en",316,"2021-05-11 13:43:02","","","","",,,,,104,34.67,52,2,3,"… [8] FC Brodbeck and M. Frese, editors. Produktivität und Qualität in Software-Projekten. R. Oldenbourg Verlag, 1994. [9] WD Brooks. Software technology payoff: Some statistical evidence. J. Syst. Software, 2(1):3–9, 1981. [10] PD Chatzoglou and LA Macaulay …"
128,"D Rodríguez, MA Sicilia, E García, R Harrison","Empirical findings on team size and productivity in software development",2012,"… of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121211002366","https://scholar.google.com/scholar?cites=16662071077399490230&as_sdt=2005&sciodt=0,5&hl=en",317,"2021-05-11 13:43:02","","","","",,,,,128,14.22,32,4,9,"… Share. Export. Advanced. Elsevier. Journal of Systems and Software. Volume 85, Issue 3, March 2012, Pages 562-570. Journal of Systems and Software. Empirical findings on team size and productivity in software development☆ …"
40,"C Ni, WS Liu, X Chen, Q Gu, DX Chen…","A cluster based feature selection method for cross-project software defect prediction",2017,"… Science and Technology","Springer","https://link.springer.com/article/10.1007/s11390-017-1785-0","https://scholar.google.com/scholar?cites=14889891771556848649&as_sdt=2005&sciodt=0,5&hl=en",318,"2021-05-11 13:43:02","","","","",,,,,40,10.00,7,6,4,"Cross-project defect prediction (CPDP) uses the labeled data from external source software projects to compensate the shortage of useful data in the target project, in order to build a meaningful classification model. However, the distribution gap between software features …"
55,"X Chen, Y Zhao, Q Wang, Z Yuan","MULTI: Multi-objective effort-aware just-in-time software defect prediction",2018,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917304627","https://scholar.google.com/scholar?cites=16880394875096936434&as_sdt=2005&sciodt=0,5&hl=en",319,"2021-05-11 13:43:02","","","","",,,,,55,18.33,14,4,3,"Context: Just-in-time software defect prediction (JIT-SDP) aims to conduct defect prediction on code changes, which have finer granularity. A recent study by Yang et al. has shown that there exist some unsupervised methods, which are comparative to supervised methods in …"
88,"DC Llach","Builders of the Vision: Software and the Imagination of Design",2015,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=1V3LCQAAQBAJ&oi=fnd&pg=PP1&dq=software+technology&ots=bYJ3dL57GE&sig=NwLFGcSaxay_mUMhjrv5HVWjNOo","https://scholar.google.com/scholar?cites=8183350149250071367&as_sdt=2005&sciodt=0,5&hl=en",320,"2021-05-11 13:43:02","BOOK","","","",,,,,88,14.67,88,1,6,"… The result is an important contribution to our under- standing not just of software tools but of the future of design itself.” Matthew Wisnioski, Science and Technology in Society, Virginia Tech, USA “Combining extraordinary fluency in design, computation and STS, Builders of the …"
124,"NM Devadiga","Software engineering education: Converging with the startup industry",2017,"2017 IEEE 30th Conference on Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8166702/","https://scholar.google.com/scholar?cites=5616458109104366727&as_sdt=2005&sciodt=0,5&hl=en",321,"2021-05-11 13:43:02","","","","",,,,,124,31.00,124,1,4,"… Students after graduation mostly join as software engineers in established technology organizations [14] … Topics li=e process quality, project area monitoring, CMMI development are hardly used in the technology software industry …"
47,"A Tang","Software designers, are you biased?",2011,"Proceedings of the 6th international workshop on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1988676.1988678","https://scholar.google.com/scholar?cites=3240152133440854233&as_sdt=2005&sciodt=0,5&hl=en",322,"2021-05-11 13:43:02","","","","",,,,,47,4.70,47,1,10,"… In the meantime, research and technology development shall continue to find ways to ease capturing design rationale. 2. Problem Structuring. We suggest that software designers should approach design in two interacting phases: design planning and problem-solution co …"
54,"M Irshad, K Petersen, S Poulding","A systematic literature review of software requirements reuse approaches",2018,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584916303615","https://scholar.google.com/scholar?cites=6678691253177479973&as_sdt=2005&sciodt=0,5&hl=en",323,"2021-05-11 13:43:02","","","","",,,,,54,18.00,18,3,3,"Context Early software reuse is considered as the most beneficial form of software reuse. Hence, previous research has focused on supporting the reuse of software requirements. Objective This study aims to identify and investigate the current state of the art with respect to …"
