"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Generic Adaptive Scheduling for Efficient Context Inconsistency Detection","H. Wang; C. Xu; B. Guo; X. Ma; J. Lu","State Key Laboratory for Novel Software Technology and the Department of Computer Science and Technology, Nanjing University, Nanjing, Jiangsu, China; State Key Laboratory for Novel Software Technology and the Department of Computer Science and Technology, Nanjing University, Nanjing, Jiangsu, China; State Key Laboratory for Novel Software Technology and the Department of Computer Science and Technology, Nanjing University, Nanjing, Jiangsu, China; State Key Laboratory for Novel Software Technology and the Department of Computer Science and Technology, Nanjing University, Nanjing, Jiangsu, China; State Key Laboratory for Novel Software Technology and the Department of Computer Science and Technology, Nanjing University, Nanjing, Jiangsu, China","IEEE Transactions on Software Engineering","15 Mar 2021","2021","47","3","464","497","Many applications use contexts to understand their environments and make adaptation. However, contexts are often inaccurate or even conflicting with each other (a.k.a. context inconsistency). To prevent applications from behaving abnormally or even failing, one promising approach is to deploy constraint checking to detect context inconsistencies. A variety of constraint checking techniques have been proposed, based on different incremental or parallel mechanisms for the efficiency. They are commonly deployed with the strategy that schedules constraint checking immediately upon context changes. This assures no missed inconsistency, but also limits the detection efficiency. One may break the limit by grouping context changes for checking together, but this can cause severe inconsistency missing problem (up to 79.2 percent). In this article, we propose a novel strategy GEAS to isolate latent interferences among context changes and schedule constraint checking with adaptive group sizes. This makes GEAS not only improve the detection efficiency, but also assure no missed inconsistency with theoretical guarantee. We experimentally evaluated GEAS with large-volume real-world context data. The results show that GEAS achieved significant efficiency gains for context inconsistency detection by 38.8-566.7 percent (or 1.4x-6.7x). When enhanced with an extended change-cancellation optimization, the gains were up to 2,755.9 percent (or 28.6x).","1939-3520","","10.1109/TSE.2019.2898976","National Key Research and Development Program of China; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8640044","Context inconsistency detection;consistency constraint;scheduling strategy;susceptibility/cancellation condition","Unified modeling language;Software;Public transportation;Schedules;Adaptive scheduling;XML","optimisation;scheduling;ubiquitous computing","inconsistency missing problem;context inconsistency detection;adaptive group;schedule constraint checking;parallel mechanisms;different incremental mechanisms;constraint checking techniques;generic adaptive scheduling;real-world context data;GEAS","","1","","75","IEEE","12 Feb 2019","","","IEEE","IEEE Journals"
"Understanding How and Why Developers Seek and Analyze API-Related Opinions","G. Uddin; O. Baysal; L. Guerrouj; F. Khomh","Bank of Canada, Ottawa, ON, Canada; School of Computer Science, Carleton University, Ottawa, ON, Canada; Département LOG et TI, École de Technologie Supérieure, Montreal, QC, Canada; SWAT Lab, Polytechnique Montreal, Montreal, QC, Canada","IEEE Transactions on Software Engineering","16 Apr 2021","2021","47","4","694","735","With the advent and proliferation of online developer forums as informal documentation, developers often share their opinions about the APIs they use. Thus, opinions of others often shape the developer’s perception and decisions related to software development. For example, the choice of an API or how to reuse the functionality the API offers are, to a considerable degree, conditioned upon what other developers think about the API. While many developers refer to and rely on such opinion-rich information about APIs, we found little research that investigates the use and benefits of public opinions. To understand how developers seek and evaluate API opinions, we conducted two surveys involving a total of 178 software developers. We analyzed the data in two dimensions, each corresponding to specific needs related to API reviews: (1) Needs for seeking API reviews, and (2) Needs for automated tool support to assess the reviews. We observed that developers seek API reviews and often have to summarize those for diverse development needs (e.g., API suitability). Developers also make conscious efforts to judge the trustworthiness of the provided opinions and believe that automated tool support for API reviews analysis can assist in diverse development scenarios, including, for example, saving time in API selection as well as making informed decisions on a particular API features.","1939-3520","","10.1109/TSE.2019.2903039","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8658125","Opinion mining;API informal documentation;opinion summaries;survey;opinion quality;developer’s perception","Tools;Documentation;Task analysis;Java;Data mining;Open source software","","","","1","","113","IEEE","4 Mar 2019","","","IEEE","IEEE Journals"
"Architecture Anti-Patterns: Automatically Detectable Violations of Design Principles","R. Mo; Y. Cai; R. Kazman; L. Xiao; Q. Feng","Computer Science, Central China Normal University, Wuhan, Hubei, China; Computer Science, Drexel University, Philadelphia, PA, USA; Department of Information Technology Management, University of Hawaii, Honolulu, Hawaii, USA; School of Systems and Enterprises, Stevens Institute of Technology, Hoboken, NJ, USA; Computer Science, Drexel University, Philadelphia, PA, USA","IEEE Transactions on Software Engineering","13 May 2021","2021","47","5","1008","1028","In large-scale software systems, error-prone or change-prone files rarely stand alone. They are typically architecturally connected and their connections usually exhibit architecture problems causing the propagation of error-proneness or change-proneness. In this paper, we propose and empirically validate a suite of architecture anti-patterns that occur in all large-scale software systems and are involved in high maintenance costs. We define these architecture anti-patterns based on fundamental design principles and Baldwin and Clark’s design rule theory. We can automatically detect these anti-patterns by analyzing a project’s structural relationships and revision history. Through our analyses of 19 large-scale software projects, we demonstrate that these architecture anti-patterns have significant impact on files’ bug-proneness and change-proneness. In particular, we show that 1) files involved in these architecture anti-patterns are more error-prone and change-prone; 2) the more anti-patterns a file is involved in, the more error-prone and change-prone it is; and 3) while all of our defined architecture anti-patterns contribute to file’s error-proneness and change-proneness, Unstable Interface and Crossing contribute the most by far.","1939-3520","","10.1109/TSE.2019.2910856","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8691586","Software architecture;software maintenance;software quality","Computer architecture;Maintenance engineering;History;Software systems;Tools;Observers;Java","","","","5","","81","IEEE","14 Apr 2019","","","IEEE","IEEE Journals"
"ElementRank: Ranking Java Software Classes and Packages using a Multilayer Complex Network-Based Approach","W. Pan; H. Ming; C. Chang; Z. Yang; D. Kim","Computer Science and Information Engineering, Zhejiang Gongshang University, 12625 Hangzhou, Zhejiang China (e-mail: wfpan@zjgsu.edu.cn); Computer Science and Engineering, Oakland University, 6918 Rochester, Michigan United States 48309-4479 (e-mail: ming@oakland.edu); Computer Science, IOWA STATE UNIVERSITY, Ames, Iowa United States 50011 (e-mail: chang@iastate.edu); Computer Science, Western Michigan University, Kalamazoo, Michigan United States 49008 (e-mail: zijiang.yang@wmich.edu); Computer Science and Engineering, Oakland University, Rochester, Michigan United States 48309 (e-mail: kim2@oakland.edu)","IEEE Transactions on Software Engineering","","2019","PP","99","1","1","Software comprehension is an important part of software maintenance. To understand a piece of large and complex software, the first problem to be solved is where to start the understanding process. Choosing to start the comprehension process from the important software elements has proven to be a practical way. Research on complex networks opens new opportunities for identifying important elements, and many approaches have been proposed. However, the software networks that existing approaches use neglect the multilayer nature of software systems. That is, nodes in the network can have different types of relationships at the same time, and each type of relationship forms a specific layer. Worse still, they mainly focus on identifying important classes, and little work has been done on quantifying package importance. In this paper, we propose an ElementRank approach to provide a ranked list of classes (or packages) for maintainers to start the comprehension process. The top-ranked classes (or packages) can be seen as the starting points for the software comprehension process at the class (or package) level. First, we introduce two kinds of multilayer software networks to describe the topological structure of software at the class level and package level, respectively. Second, we propose a weighted PageRank algorithm to calculate the weighted PageRank value of classes (or packages) in each layer of the corresponding multilayer software network. Then, we use AHP (Analytic Hierarchy Process) to weigh each layer in the corresponding multilayer software network, and further aggregate the weighted PageRank value to obtain the global weighted PageRank value for each class (or package). Finally, all the classes (or packages) are ranked according to their global weighted PageRank values in a descending order, and the top-ranked classes (or packages) can serve as the starting points for the software comprehension process at the class (or package) level. ElementRank is validated theoretically using the widely accepted Weyuker's criteria. Theoretical results show that the global weighted PageRank value for classes (or packages) satisfies most of Weyuker's properties. Furthermore, ElementRank is evaluated empirically using a set of twelve open source software systems. Through a set of experiments, we show the rank correlation between the results of ElementRank and that of the approaches in the related work, and the benefits of ElementRank are also illustrated in comparison with other approaches in the related work. Empirical results also show that ElementRank can be applied to large software systems.","1939-3520","","10.1109/TSE.2019.2946357","the Commonweal Project of Science and Technology Department of Zhejiang Province; National Key RD Program of China; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8862895","Important software elements;weighted PageRank algorithm;complex network;software comprehension;static analysis","Software systems;Nonhomogeneous media;Complex networks;Maintenance engineering;Measurement;Computer science","","","","5","","","","8 Oct 2019","","","IEEE","IEEE Early Access Articles"
"Use and Misuse of Continuous Integration Features: An Empirical Study of Projects That (Mis)Use Travis CI","K. Gallaba; S. McIntosh","Department of Electrical and Computer Engineering, McGill University, Montreal, Quebec, Canada; Department of Electrical and Computer Engineering, McGill University, Montreal, Quebec, Canada","IEEE Transactions on Software Engineering","8 Jan 2020","2020","46","1","33","50","Continuous Integration (CI) is a popular practice where software systems are automatically compiled and tested as changes appear in the version control system of a project. Like other software artifacts, CI specifications require maintenance effort. Although there are several service providers like TRAVIS CI offering various CI features, it is unclear which features are being (mis)used. In this paper, we present a study of feature use and misuse in 9,312 open source systems that use TRAVIS CI. Analysis of the features that are adopted by projects reveals that explicit deployment code is rare-48.16 percent of the studied TRAVIS CI specification code is instead associated with configuring job processing nodes. To analyze feature misuse, we propose HANSEL-an anti-pattern detection tool for TRAVIS CI specifications. We define four anti-patterns and HANSEL detects anti-patterns in the TRAVIS CI specifications of 894 projects in the corpus (9.60 percent), and achieves a recall of 82.76 percent in a sample of 100 projects. Furthermore, we propose GRETEL-an anti-pattern removal tool for TRAVIS CI specifications, which can remove 69.60 percent of the most frequently occurring antipattern automatically. Using GRETEL, we have produced 36 accepted pull requests that remove TRAVIS CI anti-patterns automatically.","1939-3520","","10.1109/TSE.2018.2838131","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8360943","Continuous integration;anti-patterns;mining software repositories","Object oriented programming;Software development management;Software maintenance;Software quality;Software performance","object-oriented programming;program testing;software development management;software maintenance;software metrics;software performance evaluation;software quality","continuous Integration features;software systems;version control system;CI features;studied TRAVIS CI specification code;anti-pattern detection tool;CI anti-patterns;open source systems;efficiency 48.16 percent;efficiency 9.6 percent;efficiency 69.6 percent","","8","","32","IEEE","18 May 2018","","","IEEE","IEEE Journals"
"Automatic Software Refactoring via Weighted Clustering in Method-Level Networks","Y. Wang; H. Yu; Z. Zhu; W. Zhang; Y. Zhao","Software College, Northeastern University, Shenyang, China; Software College, Northeastern University, Shenyang, China; Software College, Northeastern University, Shenyang, China; Software College, Northeastern University, Shenyang, China; Software College, Northeastern University, Shenyang, China","IEEE Transactions on Software Engineering","13 Mar 2018","2018","44","3","202","236","In this study, we describe a system-level multiple refactoring algorithm, which can identify the move method, move field, and extract class refactoring opportunities automatically according to the principle of “high cohesion and low coupling.” The algorithm works by merging and splitting related classes to obtain the optimal functionality distribution from the system-level. Furthermore, we present a weighted clustering algorithm for regrouping the entities in a system based on merged method-level networks. Using a series of preprocessing steps and preconditions, the “bad smells” introduced by cohesion and coupling problems can be removed from both the non-inheritance and inheritance hierarchies without changing the code behaviors. We rank the refactoring suggestions based on the anticipated benefits that they bring to the system. Based on comparisons with related research and assessing the refactoring results using quality metrics and empirical evaluation, we show that the proposed approach performs well in different systems and is beneficial from the perspective of the original developers. Finally, an open source tool is implemented to support the proposed approach.","1939-3520","","10.1109/TSE.2017.2679752","National Natural Science Foundation of China; MOE research center for online education, China; Ph.D. Start-up Foundation of Liaoning Province, China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7874207","Clustering analysis;cohesion;coupling;complex network;software refactoring","Couplings;Clustering algorithms;Software algorithms;Measurement;Software systems;Partitioning algorithms","network theory (graphs);pattern clustering;software maintenance;software quality","high cohesion;low coupling;merging classes;splitting related classes;optimal functionality distribution;weighted clustering algorithm;merged method-level networks;preprocessing steps;coupling problems;inheritance hierarchies;refactoring suggestions;refactoring results;automatic software refactoring;system-level multiple refactoring algorithm;class refactoring opportunities;open source tool","","3","","52","","8 Mar 2017","","","IEEE","IEEE Journals"
"Changeset-Based Topic Modeling of Software Repositories","C. S. Corley; K. Damevski; N. A. Kraft","Department of Computer Science, University of Alabama, Tuscaloosa, AL, USA; Department of Computer Science, Virginia Commonwealth University, Richmond, VA, USA; ABB Corporate Research, Raleigh, NC, USA","IEEE Transactions on Software Engineering","14 Oct 2020","2020","46","10","1068","1080","The standard approach to applying text retrieval models to code repositories is to train models on documents representing program elements. However, code changes lead to model obsolescence and to the need to retrain the model from the latest snapshot. To address this, we previously introduced an approach that trains a model on documents representing changesets from a repository and demonstrated its feasibility for feature location. In this paper, we expand our work by investigating: a second task (developer identification), the effects of including different changeset parts in the model, the repository characteristics that affect the accuracy of our approach, and the effects of the time invariance assumption on evaluation results. Our results demonstrate that our approach is as accurate as the standard approach for projects with most changes localized to a subset of the code, but less accurate when changes are highly distributed throughout the code. Moreover, our results demonstrate that context and messages are key to the accuracy of changeset-based models and that the time invariance assumption has a statistically significant effect on evaluation results, providing overly-optimistic results. Our findings indicate that our approach is a suitable alternative to the standard approach, providing comparable accuracy while eliminating retraining costs.","1939-3520","","10.1109/TSE.2018.2874960","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8486696","Changesets;feature location;developer identification;program comprehension;mining software repositories;online topic modeling","Task analysis;Standards;Feature extraction;Resource management;Software maintenance;Maintenance engineering","information retrieval;software packages;source code (software);text analysis","changeset-based topic modeling;software repositories;text retrieval models;code repositories;program elements;code changes;time invariance assumption;changeset-based models","","","","56","IEEE","9 Oct 2018","","","IEEE","IEEE Journals"
"Towards Model Checking Android Applications","G. Bai; Q. Ye; Y. Wu; H. Botha; J. Sun; Y. Liu; J. S. Dong; W. Visser","Singapore Institute of Technology, Singapore; National University of Singapore, Singapore; Huawei; Stellenbosch University, Stellenbosch, South Africa; Singapore University of Technology and Design, Singapore; Nanyang Technological University, Singapore; National University of Singapore, Singapore; Stellenbosch University, Stellenbosch, South Africa","IEEE Transactions on Software Engineering","12 Jun 2018","2018","44","6","595","612","As feature-rich Android applications (apps for short) are increasingly popularized in security-sensitive scenarios, methods to verify their security properties are highly desirable. Existing approaches on verifying Android apps often have limited effectiveness. For instance, static analysis often suffers from a high false-positive rate, whereas approaches based on dynamic testing are limited in coverage. In this work, we propose an alternative approach, which is to apply the software model checking technique to verify Android apps. We have built a general framework named DroidPF upon Java PathFinder (JPF), towards model checking Android apps. In the framework, we craft an executable mock-up Android OS which enables JPF to dynamically explore the concrete state spaces of the tested apps; we construct programs to generate user interaction and environmental input so as to drive the dynamic execution of the apps; and we introduce Android specific reduction techniques to help alleviate the state space explosion. DroidPF focuses on common security vulnerabilities in Android apps including sensitive data leakage involving a non-trivial flow- and context-sensitive taint-style analysis. DroidPF has been evaluated with 131 apps, which include real-world apps, third-party libraries, malware samples and benchmarks for evaluating app analysis techniques like ours. DroidPF precisely identifies nearly all of the previously known security issues and nine previously unreported vulnerabilities/bugs.","1939-3520","","10.1109/TSE.2017.2697848","Singapore NRF; NRF; National Research Foundation, Prime Ministers Office, Singapore; National Cybersecurity R&D Program; National Cybersecurity R&D Directorate; National University of Singapore and Singapore University of Technology and Design; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7911333","Software model checking;security verification;android application","Androids;Humanoid robots;Model checking;Java;Security;Software;Libraries","Android (operating system);invasive software;Java;mobile computing;program diagnostics;program verification;public domain software","security properties;DroidPF;Android OS;tested apps;Android specific reduction techniques;context-sensitive taint-style analysis;real-world apps;app analysis techniques;feature-rich Android applications;security-sensitive scenarios;model checking;Android apps verification;Java PathFinder;concrete state spaces;user interaction;environmental input;dynamic execution;state space explosion;sensitive data leakage;nontrivial flow-style analysis;third-party libraries;malware samples","","5","","75","","25 Apr 2017","","","IEEE","IEEE Journals"
"An Empirical Study on API Usages","H. Zhong; H. Mei","Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China","IEEE Transactions on Software Engineering","16 Apr 2019","2019","45","4","319","334","API libraries provide thousands of APIs, and are essential in daily programming tasks. To understand their usages, it has long been a hot research topic to mine specifications that formally define legal usages for APIs. Furthermore, researchers are working on many other research topics on APIs. Although the research on APIs is intensively studied, many fundamental questions on APIs are still open. For example, the answers to open questions, such as which format can naturally define API usages and in which case, are still largely unknown. We notice that many such open questions are not concerned with concrete usages of specific APIs, but usages that describe how to use different types of APIs. To explore these questions, in this paper, we conduct an empirical study on API usages, with an emphasis on how different types of APIs are used. Our empirical results lead to nine findings on API usages. For example, we find that single-type usages are mostly strict orders, but multi-type usages are more complicated since they include both strict orders and partial orders. Based on these findings, for the research on APIs, we provide our suggestions on the four key aspects such as the challenges, the importance of different API elements, usage patterns, and pitfalls in designing evaluations. Furthermore, we interpret our findings, and present our insights on data sources, extraction techniques, mining techniques, and formats of specifications for the research of mining specifications.","1939-3520","","10.1109/TSE.2017.2782280","National Key Basic Research Program of China; National Natural Science Foundation of China; Science and Technology Commission of Shanghai Municipality; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8186224","API usage;mining specification;empirical study","Libraries;Data mining;Programming;Law;Tools;Concrete","application program interfaces;data mining","API usages;API libraries;open questions;single-type usages;multitype usages;API elements;specific API;mining specifications","","4","","94","","11 Dec 2017","","","IEEE","IEEE Journals"
"How Do Static and Dynamic Test Case Prioritization Techniques Perform on Modern Software Systems? An Extensive Study on GitHub Projects","Q. Luo; K. Moran; L. Zhang; D. Poshyvanyk","Department of Computer Science, College of William and Mary, Williamsburg, VA; Department of Computer Science, College of William and Mary, Williamsburg, VA; Department of Computer Science, University of Texas at Dallas, Dallas, TX; Department of Computer Science, College of William and Mary, Williamsburg, VA","IEEE Transactions on Software Engineering","12 Nov 2019","2019","45","11","1054","1080","Test Case Prioritization (TCP) is an increasingly important regression testing technique for reordering test cases according to a pre-defined goal, particularly as agile practices gain adoption. To better understand these techniques, we perform the first extensive study aimed at empirically evaluating four static TCP techniques, comparing them with state-of-research dynamic TCP techniques across several quality metrics. This study was performed on 58 real-word Java programs encompassing 714 KLoC and results in several notable observations. First, our results across two effectiveness metrics (the Average Percentage of Faults Detected APFD and the cost cognizant APFDc) illustrate that at test-class granularity, these metrics tend to correlate, but this correlation does not hold at test-method granularity. Second, our analysis shows that static techniques can be surprisingly effective, particularly when measured by APFDc. Third, we found that TCP techniques tend to perform better on larger programs, but that program size does not affect comparative performance measures between techniques. Fourth, software evolution does not significantly impact comparative performance results between TCP techniques. Fifth, neither the number nor type of mutants utilized dramatically impact measures of TCP effectiveness under typical experimental settings. Finally, our similarity analysis illustrates that highly prioritized test cases tend to uncover dissimilar faults.","1939-3520","","10.1109/TSE.2018.2822270","NSF; NSF; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8329518","Regression testing;test case prioritization;static;dynamic;mutation analysis","Testing;Measurement;Computer bugs;Software systems;Java;Fault detection","fault diagnosis;Java;program testing;regression analysis","regression testing technique;static TCP techniques;dynamic TCP techniques;quality metrics;real-word Java programs;test-class granularity;test-method granularity;static techniques;TCP effectiveness;static test case prioritization techniques;dynamic test case prioritization techniques;software systems;GitHub projects","","2","","76","","2 Apr 2018","","","IEEE","IEEE Journals"
"Specifying Callback Control Flow of Mobile Apps Using Finite Automata","D. D. Perez; W. Le","Department of Computer Science, Iowa State University, Ames, IA, USA; Department of Computer Science, Iowa State University, Ames, IA, USA","IEEE Transactions on Software Engineering","11 Feb 2021","2021","47","2","379","392","Given the event-driven and framework-based architecture of Android apps, finding the ordering of callbacks executed by the framework remains a problem that affects every tool that requires inter-callback reasoning. Previous work has focused on the ordering of callbacks related to the Android components and GUI events. But the execution of callbacks can also come from direct calls of the framework (API calls). This paper defines a novel program representation, called Callback Control Flow Automata (CCFA), that specifies the control flow of callbacks invoked via a variety of sources. We present an analysis to automatically construct CCFAs by combining two callback control flow representations developed from the previous research, namely, Window Transition Graphs (WTGs) and Predicate Callback Summaries (PCSs). To demonstrate the usefulness of our representation, we integrated CCFAs into two client analyses: a taint analysis using FLOWDROID, and a value-flow analysis that computes source and sink pairs of a program. Our evaluation shows that we can compute CCFAs efficiently and that CCFAs improved the callback coverages over WTGs. As a result of using CCFAs, we obtained 33 more true positive security leaks than FLOWDROID over a total of 55 apps we have run. With a low false positive rate, we found that 22.76 percent of source-sink pairs we computed are located in different callbacks and that 31 out of 55 apps contain source-sink pairs spreading across components. Thus, callback control flow graphs and inter-callback analysis are indeed important. Although this paper mainly uses Android, we believe that CCFAs can be useful for modeling control flow of callbacks for other event-driven, framework-based systems.","1939-3520","","10.1109/TSE.2019.2893207","Government of Panama; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8613913","Event-driven;framework-based;callbacks;control flow;extended finite automata;android;mobile;program analysis;information flow","Tools;Automata;Microsoft Windows;Graphical user interfaces;Computer architecture;Static analysis;Cameras","Android (operating system);application program interfaces;data flow analysis;finite automata;graph theory;graphical user interfaces;mobile computing;program testing;program verification;security of data","true positive security;FLOWDROID;PCSs;WTGs;window transition graphs;predicate callback summaries;callback control flow automata;event-driven framework-based architecture;value-flow analysis;taint analysis;callback control flow representations;program representation;API calls;direct calls;GUI events;Android components;inter-callback reasoning;Android apps;finite automata;mobile apps;callback control flow graphs;source-sink pairs;CCFAs","","","","41","IEEE","16 Jan 2019","","","IEEE","IEEE Journals"
"checsdm: A Method for Ensuring Consistency in Heterogeneous Safety-Critical System Design","A. Paz; G. El Boussaidi; M. Hafedh","Département de génie logiciel et des TI, école de technologie supérieure, 14849 Montreal, Quebec Canada (e-mail: andres.paz-loboguerrero.1@ens.etsmtl.ca); Software and IT engineering, école de technologie supérieure, 14849 Montreal, Quebec Canada H3C 1K3 (e-mail: ghizlane.elboussaidi@etsmtl.ca); Département d'informatique, Université du Québec - Montréal, Montreal, Quebec Canada (e-mail: mili.hafedh@uqam.ca)","IEEE Transactions on Software Engineering","","2020","PP","99","1","1","Safety-critical systems are highly heterogeneous, combining different characteristics. Effectively designing such systems requires a complex modelling approach that deals with diverse components (e.g., mechanical, electronic, software)-each having its own underlying domain theories and vocabularies-as well as with various aspects of the same component (e.g., function, structure, behaviour). Furthermore, the regulated nature of such systems prescribes the objectives for their design verification and validation. This paper proposes checsdm, a systematic approach, based on Model-Driven Engineering (MDE), for assisting engineering teams in ensuring consistency of heterogeneous design of safety-critical systems. The approach is developed as a generic methodology and a tool framework, that can be applied to various design scenarios involving different modelling languages and different design guidelines. The methodology comprises an iterative three-phased process. The first phase, elicitation, aims at specifying requirements of the heterogeneous design scenario. Using the proposed tool framework, the second phase, codification, consists in building a particular tool set that supports the heterogeneous design scenario and helps engineers in flagging consistency errors for review and eventual correction. The third phase, operation, applies the tool set to actual system designs. Empirical evaluation of the work is presented through two executions of the checsdm approach for the specific cases of a design scenario involving a mix of UML, Simulink and Stateflow, and a design scenario involving a mix of AADL, Simulink and Stateflow. The operation phase of the first case was performed over three avionics systems and the identified inconsistencies in the design models of these systems were compared to the results of a fully manual verification carried out by professional engineers. The evaluation also includes an assessment workshop with industrial practitioners to examine their perceptions about the approach. The empirical validation indicates the feasibility and ""cost-effectiveness"" of the approach. Inconsistencies were identified in the three avionics systems with a greater recall rate over the manual verification. The assessment workshop shows the practitioners found the approach easy to understand and gave an overall likelihood of adoption within the context of their work.","1939-3520","","10.1109/TSE.2020.2966994","Natural Sciences and Engineering Research Council of Canada; Consortium for Research and Innovation in Aerospace in Quebec; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8960313","Model-Driven Engineering;safety-critical systems;heterogeneous design;consistency;design guidelines;DO-178C","Unified modeling language;Software packages;Tools;Object oriented modeling;Design methodology;Aerospace electronics;Gears","","","","","","","","15 Jan 2020","","","IEEE","IEEE Early Access Articles"
"Effectively Incorporating Expert Knowledge in Automated Software Remodularisation","M. Hall; N. Walkinshaw; P. McMinn","Department of Computer Science, University of Sheffield, Sheffield, United Kingdom; Department of Informatics, University of Leicester, Leicester, United Kingdom; Department of Computer Science, University of Sheffield, Sheffield, United Kingdom","IEEE Transactions on Software Engineering","16 Jul 2018","2018","44","7","613","630","Remodularising the components of a software system is challenging: sound design principles (e.g., coupling and cohesion) need to be balanced against developer intuition of which entities conceptually belong together. Despite this, automated approaches to remodularisation tend to ignore domain knowledge, leading to results that can be nonsensical to developers. Nevertheless, suppling such knowledge is a potentially burdensome task to perform manually. A lot information may need to be specified, particularly for large systems. Addressing these concerns, we propose the SUpervised reMOdularisation (SUMO) approach. SUMO is a technique that aims to leverage a small subset of domain knowledge about a system to produce a remodularisation that will be acceptable to a developer. With SUMO, developers refine a modularisation by iteratively supplying corrections. These corrections constrain the type of remodularisation eventually required, enabling SUMO to dramatically reduce the solution space. This in turn reduces the amount of feedback the developer needs to supply. We perform a comprehensive systematic evaluation using 100 real world subject systems. Our results show that SUMO guarantees convergence on a target remodularisation with a tractable amount of user interaction.","1939-3520","","10.1109/TSE.2017.2786222","Engineering and Physical Sciences Research Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8259332","Software remodularisation;domain knowledge;set partitioning","Clustering algorithms;Tools;Software algorithms;Software systems;Algorithm design and analysis","knowledge based systems;learning (artificial intelligence);reverse engineering;software maintenance","automated software remodularisation;domain knowledge;SUMO;target remodularisation;expert knowledge;supervised remodularisation approach","","1","","49","CCBY","15 Jan 2018","","","IEEE","IEEE Journals"
"On the Semantics of Distributed Reactive Programming: The Cost of Consistency","A. Margara; G. Salvaneschi","Dipartimento di Elettronica, Informazione e Bioingegneria (DEIB), Politecnico di Milano, Milan, Italy; Department of Computer Science, Technische Universität Darmstadt, Darmstadt, Germany","IEEE Transactions on Software Engineering","16 Jul 2018","2018","44","7","689","711","The reactive programming paradigm aims to simplify the development of reactive systems. It provides abstractions to define time-changing values that are automatically updated by the runtime according to their dependencies. The benefits of reactive programming in distributed settings have been recognized for long. Yet, existing solutions for distributed reactive programming enforce the same semantics as in single processes, introducing communication and synchronization costs that hamper scalability. Establishing suitable abstractions for distributed reactive programming demands for a deeper investigation of the semantics of change propagation. This paper takes a foundational approach and defines precise propagation semantics in terms of consistency guarantees that constrain the order and isolation of value updates. We study the benefits and costs of these consistency guarantees both theoretically and empirically, using case studies and synthetic benchmarks. We show that different applications require different levels of consistency and that manually implementing the required level on a middleware that provides a lower one annuls the abstraction improvements of reactive programming. This motivates a framework that enables the developers to select the best trade-off between consistency and overhead for the problem at hand. To this end, we present DREAM, a distributed reactive programming middleware with flexible consistency guarantees.","1939-3520","","10.1109/TSE.2018.2833109","H2020 European Research Council; German Research Foundation (DFG); DFG; AWS Cloud Credits; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8354906","Distributed reactive programming;consistency guarantees;reactive programming middleware;DREAM","Programming;Semantics;Artificial intelligence;Runtime;Middleware;Games;Computational modeling","middleware","synchronization costs;distributed reactive programming demands;foundational approach;value updates;distributed reactive programming middleware;flexible consistency guarantees;reactive programming paradigm;reactive systems;time-changing values;distributed settings","","4","","97","","4 May 2018","","","IEEE","IEEE Journals"
