Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
10,"I Sommerville","Engineering Software Products",2020,"","pearsonhighered.com","https://www.pearsonhighered.com/assets/preface/0/1/3/5/013521064X.pdf","https://scholar.google.com/scholar?cites=7985106236694579556&as_sdt=2005&sciodt=2007&hl=en",106,"2021-04-19 20:05:26","BOOK","","","",,,,,10,10.00,10,1,1,"Names: Sommerville, Ian, 1951–author. Title: Engineering software products/Ian Sommerville. Description: First edition.| Hoboken, NJ: Pearson, 2019.| Includes bibliographical references and indexes. Identifiers: LCCN 2019004631| ISBN …"
15,"G Ivanova, V Kozov, P Zlatarov","Gamification in software engineering education",2019,"2019 42nd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8757200/","https://scholar.google.com/scholar?cites=14059237938679524837&as_sdt=2005&sciodt=2007&hl=en",107,"2021-04-19 20:05:26","","","","",,,,,15,7.50,5,3,2,"Gamification has proven to be an adequate approach in various educational environments, from kindergarten and elementary school to higher education classrooms. While it has been extremely effective with school students and standard subjects, such as STEM, when …"
28,"C Mills, G Bavota, S Haiduc, R Oliveto…","Predicting query quality for applications of text retrieval to software engineering tasks",2017,"… Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3078841","https://scholar.google.com/scholar?cites=11049128842174702112&as_sdt=2005&sciodt=2007&hl=en",108,"2021-04-19 20:05:26","","","","",,,,,28,7.00,6,5,4,"Context: Since the mid-2000s, numerous recommendation systems based on text retrieval (TR) have been proposed to support software engineering (SE) tasks such as concept location, traceability link recovery, code reuse, impact analysis, and so on. The success of …"
10,"L Burgueño, F Ciccozzi, M Famelis, G Kappel…","Contents for a model-based software engineering body of knowledge",2019,"Software and systems …","Springer","https://link.springer.com/article/10.1007/s10270-019-00746-9","https://scholar.google.com/scholar?cites=271334595476022265&as_sdt=2005&sciodt=2007&hl=en",109,"2021-04-19 20:05:26","HTML","","","",,,,,10,5.00,2,5,2,"Abstract Although Model-Based Software Engineering (MBE) is a widely accepted Software Engineering (SE) discipline, no agreed-upon core set of concepts and practices (ie, a Body of Knowledge) has been defined for it yet. With the goals of characterizing the contents of the …"
27,"A Ramirez, JR Romero, S Ventura","A survey of many-objective optimisation in search-based software engineering",2019,"Journal of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121218302759","https://scholar.google.com/scholar?cites=15739830394459946803&as_sdt=2005&sciodt=2007&hl=en",110,"2021-04-19 20:05:26","","","","",,,,,27,13.50,9,3,2,"Search-based software engineering (SBSE) is changing the way traditional software engineering (SE) activities are carried out by reformulating them as optimisation problems. The natural evolution of SBSE is bringing new challenges, such as the need of a large …"
12,"S Al-Fedaghi","Toward maximum grip process modeling in software engineering",2019,"Available at SSRN 3412000","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3412000","https://scholar.google.com/scholar?cites=13753073824397399012&as_sdt=2005&sciodt=2007&hl=en",111,"2021-04-19 20:05:26","","","","",,,,,12,6.00,12,1,2,"Process modeling (PM) in software engineering involves a specific way of understanding the world. In this context, philosophical work is not merely intrinsically important; it can also stand up to some of the more established software engineering research metrics. The object …"
3,"C Watson","Deep Learning in Software Engineering",2020,"","scholarworks.wm.edu","https://scholarworks.wm.edu/etd/1616444371/","https://scholar.google.com/scholar?cites=2549192825038577993&as_sdt=2005&sciodt=2007&hl=en",112,"2021-04-19 20:05:26","","","","",,,,,3,3.00,3,1,1,"Software evolves and therefore requires an evolving field of Software Engineering. The evolution of software can be seen on an individual project level through the software life cycle, as well as on a collective level, as we study the trends and uses of software in the real …"
7,"E Suescún Monsalve, M Toro, R Mazo…","SimulES-W: A collaborative game to improve software engineering teaching",2018,"Computación y …","scielo.org.mx","http://www.scielo.org.mx/scielo.php?pid=S1405-55462018000300953&script=sci_arttext&tlng=en","https://scholar.google.com/scholar?cites=7082113619892127742&as_sdt=2005&sciodt=2007&hl=en",113,"2021-04-19 20:05:26","HTML","","","",,,,,7,2.33,2,4,3,"There is empirical evidence concerning the effectiveness and benefits of game-based learning (GBL). Our mainly interest is to present a tool that can be used to complement teaching software engineering in a motivating and didactic way. This paper studies the use …"
58,"BR Barricelli, F Cassano, D Fogli, A Piccinno","End-user development, end-user programming and end-user software engineering: A systematic mapping study",2019,"… of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121218302577","https://scholar.google.com/scholar?cites=8146773584402524084&as_sdt=2005&sciodt=2007&hl=en",114,"2021-04-19 20:05:26","","","","",,,,,58,29.00,15,4,2,"Abstract End-User Development (EUD), End-Programming (EUP) and End-User Software Engineering (EUSE) are three related research fields that study methods and techniques for empowering end users to modify and create digital artifacts. This paper presents a …"
10,"E Mourão, JF Pimentel, L Murta, M Kalinowski…","On the performance of hybrid search strategies for systematic literature reviews in software engineering",2020,"… and Software …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584920300446","https://scholar.google.com/scholar?cites=9034030950086365551&as_sdt=2005&sciodt=2007&hl=en",115,"2021-04-19 20:05:26","","","","",,,,,10,10.00,2,5,1,"Abstract Context When conducting a Systematic Literature Review (SLR), researchers usually face the challenge of designing a search strategy that appropriately balances result quality and review effort. Using digital library (or database) searches or snowballing alone …"
6,"M Piattini, G Peterssen, R Pérez-Castillo","Quantum Computing: A New Software Engineering Golden Age",2020,"… Software Engineering Notes","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3402127.3402131","https://scholar.google.com/scholar?cites=13363069798924100664&as_sdt=2005&sciodt=2007&hl=en",116,"2021-04-19 20:05:26","","","","",,,,,6,6.00,2,3,1,"Quantum computing, and to an even greater extent quantum technology, is changing the world. Quantum computing is not an evolution of classical computer science; it is actually a revolution that completely changes the computing paradigm. Quantum computers are based …"
18,"A Marowka","On parallel software engineering education using python",2018,"Education and Information Technologies","Springer","https://link.springer.com/article/10.1007/s10639-017-9607-0","https://scholar.google.com/scholar?cites=1391476876464307100&as_sdt=2005&sciodt=2007&hl=en",117,"2021-04-19 20:05:26","","","","",,,,,18,6.00,18,1,3,"Python is gaining popularity in academia as the preferred language to teach novices serial programming. The syntax of Python is clean, easy, and simple to understand. At the same time, it is a high-level programming language that supports multi programming paradigms …"
21,"J Al-Jaroodi, B Hollein…","Applying software engineering processes for big data analytics applications development",2017,"2017 IEEE 7th Annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7868456/","https://scholar.google.com/scholar?cites=10956425332931679920&as_sdt=2005&sciodt=2007&hl=en",118,"2021-04-19 20:05:26","","","","",,,,,21,5.25,7,3,4,"Developing large scale software projects involves huge efforts at every stage of the software development life cycle (SDLC). This led researchers and practitioners to develop software processes and methodologies that will assist software developers and improve their …"
24,"R Chatley, T Field","Lean learning-applying lean techniques to improve software engineering education",2017,"… Engineering: Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7964336/","https://scholar.google.com/scholar?cites=17513449610558322661&as_sdt=2005&sciodt=2007&hl=en",119,"2021-04-19 20:05:26","","","","",,,,,24,6.00,12,2,4,"Building a programme of education that reflects and keeps pace with industrial practice is difficult. We often hear of a skills shortage in the software industry, and the gap between what people are taught in university and the"" real world"". This paper is a case study showing …"
13,"T Arndt","Big data and software engineering: prospects for mutual enrichment",2018,"Iran journal of computer science","Springer","https://link.springer.com/article/10.1007/s42044-017-0003-0","https://scholar.google.com/scholar?cites=660966676978701400&as_sdt=2005&sciodt=2007&hl=en",120,"2021-04-19 20:05:26","","","","",,,,,13,4.33,13,1,3,"Software engineering has evolved over the last 50 years, initially as a response to the so-called software crisis (the problems that organizations had producing quality software systems on time and on budget) of the 1960s and 1970s. Software engineering (SE) has …"
9,"B Randell","Fifty years of software engineering-or-the view from garmisch",2018,"arXiv preprint arXiv:1805.02742","arxiv.org","https://arxiv.org/abs/1805.02742","https://scholar.google.com/scholar?cites=13125710610195147766&as_sdt=2005&sciodt=2007&hl=en",121,"2021-04-19 20:05:26","","","","",,,,,9,3.00,9,1,3,"On several earlier anniversaries of the 1968-69 NATO Software Engineering conferences I have acceded to requests to provide some reminiscences. I repeat some extracts from these reminiscences here, as a backdrop to brief comments on subsequent developments, and in …"
17,"MR Islam, MF Zibran","A comparison of software engineering domain specific sentiment analysis tools",2018,"… International Conference on Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8330245/","https://scholar.google.com/scholar?cites=12436118098141901071&as_sdt=2005&sciodt=2007&hl=en",122,"2021-04-19 20:05:26","","","","",,,,,17,5.67,9,2,3,"Sentiment Analysis (SA) in software engineering (SE) text has drawn immense interests recently. The poor performance of general-purpose SA tools, when operated on SE text, has led to recent emergence of domain-specific SA tools especially designed for SE text …"
10,"V Garousi, D Pfahl, JM Fernandes, M Felderer…","Characterizing industry-academia collaborations in software engineering: evidence from 101 projects",2019,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-019-09711-y","https://scholar.google.com/scholar?cites=7101417948769603471&as_sdt=2005&sciodt=2007&hl=en",123,"2021-04-19 20:05:26","HTML","","","",,,,,10,5.00,2,5,2,"Research collaboration between industry and academia supports improvement and innovation in industry and helps ensure the industrial relevance of academic research. However, many researchers and practitioners in the community believe that the level of joint …"
12,"S Al-Fedaghi","Thinging vs objectfying in software engineering",2018,"IJCSIS) International Journal of Computer Science …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3273109","https://scholar.google.com/scholar?cites=14977418127426347561&as_sdt=2005&sciodt=2007&hl=en",124,"2021-04-19 20:05:26","","","","",,,,,12,4.00,12,1,3,"In this paper, we propose the use of a modeling methodology based on the notion of thing, with a focus on the current stage of research being on the analysis phase of software system modeling. The object-oriented approach, which takes the object as a central concept …"
27,"J Porras, J Khakurel, J Ikonen, A Happonen…","Hackathons in software engineering education: lessons learned from a decade of events",2018,"… Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3194779.3194783","https://scholar.google.com/scholar?cites=9645396329434483689&as_sdt=2005&sciodt=2007&hl=en",125,"2021-04-19 20:05:26","","","","",,,,,27,9.00,5,5,3,"Hackathons are currently a hot topic in industrial learning settings. Like intensive collaborative courses (eg code camps), hackathons have been shown to be successful tools for learning. However, current research has failed to adequately compare the two …"
22,"MR Islam, MF Zibran","DEVA: sensing emotions in the valence arousal space in software engineering text",2018,"Proceedings of the 33rd annual ACM symposium …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3167132.3167296","https://scholar.google.com/scholar?cites=14438188499730482073&as_sdt=2005&sciodt=2007&hl=en",126,"2021-04-19 20:05:26","","","","",,,,,22,7.33,11,2,3,"Existing tools for automated sentiment analysis in software engineering text suffer from either or both of two limitations. First, they are developed for non-technical domain and perform poorly when operated on software engineering text. Second, those tools attempt to …"
29,"J Chen, V Nair, R Krishna…","“Sampling” as a baseline optimizer for search-based software engineering",2018,"… on Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8249828/","https://scholar.google.com/scholar?cites=14984872296331473063&as_sdt=2005&sciodt=2007&hl=en",127,"2021-04-19 20:05:26","","","","",,,,,29,9.67,7,4,3,"Increasingly, Software Engineering (SE) researchers use search-based optimization techniques to solve SE problems with multiple conflicting objectives. These techniques often apply CPU-intensive evolutionary algorithms to explore generations of mutations to a …"
18,"EH Trainer, A Kalyanasundaram…","E-mentoring for software engineering: A socio-technical perspective",2017,"… Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7964335/","https://scholar.google.com/scholar?cites=12327648987010075949&as_sdt=2005&sciodt=2007&hl=en",128,"2021-04-19 20:05:26","","","","",,,,,18,4.50,6,3,4,"Mentoring is one of the most effective pedagogical tools, holding great promise for software engineering education. When done badly, however, it can lead to dysfunctional interpersonal relationships and may turn off mentees from careers in software engineering …"
10,"E Winter, S Forshaw, L Hunt…","Advancing the study of human values in software engineering",2019,"… of Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8816928/","https://scholar.google.com/scholar?cites=16120421690294927489&as_sdt=2005&sciodt=2007&hl=en",129,"2021-04-19 20:05:26","","","","",,,,,10,5.00,3,4,2,"This paper makes the case for the study of human values in Software Engineering (SE) as a highly important emerging area of research with significant societal implications. We offer two key principles in order to advance this research agenda: firstly, the significance of values …"
12,"M Beller, J Hejderup","Blockchain-based software engineering",2019,"… on Software Engineering: New Ideas and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8805733/","https://scholar.google.com/scholar?cites=4476145664304174111&as_sdt=2005&sciodt=2007&hl=en",130,"2021-04-19 20:05:26","","","","",,,,,12,6.00,6,2,2,"Blockchain technology has found a great number of applications, from banking to the Internet of Things (IoT). However, it has not yet been envisioned whether and which problems in Software Engineering (SE) Blockchain technology could solve. In this paper, we …"
9,"M Muñoz, J Mejia, A Peña, G Lara…","Transitioning international software engineering standards to academia: analyzing the results of the adoption of ISO/IEC 29110 in four Mexican universities",2019,"Computer Standards & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0920548918304173","https://scholar.google.com/scholar?cites=4158214500895574375&as_sdt=2005&sciodt=2007&hl=en",131,"2021-04-19 20:05:26","","","","",,,,,9,4.50,2,5,2,"Software standards, targeted for the software industry, were developed to contribute to the development of quality products within budget and schedule, by optimizing efforts and resources. For small companies, the largest percentage of software companies in Mexico …"
13,"R Simpson, T Storer","Experimenting with realism in software engineering team projects: an experience report",2017,"… Conference on Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8166687/","https://scholar.google.com/scholar?cites=15122809102119244296&as_sdt=2005&sciodt=2007&hl=en",132,"2021-04-19 20:05:26","","","","",,,,,13,3.25,7,2,4,"Over Several years, we observed that our students were sceptical of Software Engineering practices, because we did not convey the experience and demands of production quality software development. Assessment focused on features delivered, rather than imposing …"
14,"K Bhavsar, V Shah, S Gopalan","Scrumbanfall: an agile integration of scrum and kanban with waterfall in software engineering",2020,"… and Exploring Engineering …","researchgate.net","https://www.researchgate.net/profile/Krunal_Bhavsar5/publication/339042133_Scrumbanfall_An_Agile_Integration_of_Scrum_and_Kanban_with_Waterfall_in_Software_Engineering/links/5e50b7a992851c7f7f4cc52b/Scrumbanfall-An-Agile-Integration-of-Scrum-and-Kanban-with-Waterfall-in-Software-Engineering.pdf","https://scholar.google.com/scholar?cites=6459773180730130846&as_sdt=2005&sciodt=2007&hl=en",133,"2021-04-19 20:05:26","PDF","","","",,,,,14,14.00,5,3,1,"Software industries have been growing with the rise of automation technologies and looking for change in their software development practices to gain the benefits of automation technologies for achieving their business goals. Agile Business Process Reengineering …"
29,"R Malhotra, M Khanna, RR Raje","On the application of search-based techniques for software engineering predictive modeling: A systematic review and future directions",2017,"Swarm and Evolutionary Computation","Elsevier","https://www.sciencedirect.com/science/article/pii/S2210650216303418","https://scholar.google.com/scholar?cites=17871713662679892809&as_sdt=2005&sciodt=2007&hl=en",134,"2021-04-19 20:05:26","","","","",,,,,29,7.25,10,3,4,"Software engineering predictive modeling involves construction of models, with the help of software metrics, for estimating quality attributes. Recently, the use of search-based techniques have gained importance as they help the developers and project-managers in …"
17,"JO Johanssen, A Kleebaum, B Paech…","Practitioners' eye on continuous software engineering: An interview study",2018,"… Conference on Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3202710.3203150","https://scholar.google.com/scholar?cites=3937935265110977736&as_sdt=2005&sciodt=2007&hl=en",135,"2021-04-19 20:05:26","","","","",,,,,17,5.67,4,4,3,"Continuous software engineering (CSE) emerged as a process that is increasingly applied by practitioners. However, different perceptions of CSE among practitioners might impede its adoption in industry. We aim to support practitioners by giving a comprehensive overview of …"
18,"P Lenberg, R Feldt","Psychological safety and norm clarity in software engineering teams",2018,"… and human aspects of software engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3195836.3195847","https://scholar.google.com/scholar?cites=7231059351081078540&as_sdt=2005&sciodt=2007&hl=en",136,"2021-04-19 20:05:26","","","","",,,,,18,6.00,9,2,3,"In the software engineering industry today, companies primarily conduct their work in teams. To increase organizational productivity, it is thus crucial to know the factors that affect team effectiveness. Two team-related concepts that have gained prominence lately are …"
20,"L Lambers, D Strüber, G Taentzer, K Born…","Multi-granular conflict and dependency analysis in software engineering based on graph transformation",2018,"… on Software Engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3180155.3180258","https://scholar.google.com/scholar?cites=10819477150135989560&as_sdt=2005&sciodt=2007&hl=en",137,"2021-04-19 20:05:26","","","","",,,,,20,6.67,4,5,3,"Conflict and dependency analysis (CDA) of graph transformation has been shown to be a versatile foundation for understanding interactions in many software engineering domains, including software analysis and design, model-driven engineering, and testing. In this paper …"
9,"PSM dos Santos, AC Beltrão…","On the benefits and challenges of using kanban in software engineering: a structured synthesis study",2018,"… Engineering …","jserd.springeropen.com","https://jserd.springeropen.com/articles/10.1186/s40411-018-0057-1","https://scholar.google.com/scholar?cites=5389224818614094545&as_sdt=2005&sciodt=2007&hl=en",138,"2021-04-19 20:05:26","HTML","","","",,,,,9,3.00,3,3,3,"Kanban is increasingly being used in diverse software organizations. There is extensive research regarding its benefits and challenges in Software Engineering, reported in both primary and secondary studies. However, these results have not been synthesized yet. to …"
8,"AK Karna, Y Chen, H Yu, H Zhong, J Zhao","The role of model checking in software engineering",2018,"Frontiers of Computer Science","Springer","https://link.springer.com/article/10.1007/s11704-016-6192-0","https://scholar.google.com/scholar?cites=8191707195589203160&as_sdt=2005&sciodt=2007&hl=en",139,"2021-04-19 20:05:26","","","","",,,,,8,2.67,2,5,3,"Abstract Model checking is a formal verification technique. It takes an exhaustively strategy to check hardware circuits and network protocols against desired properties. Having been developed for more than three decades, model checking is now playing an important role in …"
25,"TN Ferreira, SR Vergilio, JT de Souza","Incorporating user preferences in search-based software engineering: A systematic mapping study",2017,"Information and Software …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917303890","https://scholar.google.com/scholar?cites=18136502217968313355&as_sdt=2005&sciodt=2007&hl=en",140,"2021-04-19 20:05:26","","","","",,,,,25,6.25,8,3,4,"Context Search-based algorithms have been successfully applied to solve software engineering problems in the field known as Search-based Software Engineering (SBSE). However, in practice, the user may reject the obtained solutions, since many characteristics …"
19,"S Heckman, J King","Developing software engineering skills using real tools for automated grading",2018,"Proceedings of the 49th ACM Technical …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3159450.3159595","https://scholar.google.com/scholar?cites=12985973582613583437&as_sdt=2005&sciodt=2007&hl=en",141,"2021-04-19 20:05:26","","","","",,,,,19,6.33,10,2,3,"Situated learning theory supports engaging students with materials and resources that reflect professional standards and best practices. Starting with our introductory courses, we incorporate situated learning to support student engagement in software engineering …"
27,"E Mendes, P Rodriguez, V Freitas, S Baker…","Towards improving decision making and estimating the value of decisions in value-based software engineering: the VALUE framework",2018,"Software Quality …","Springer","https://link.springer.com/article/10.1007/s11219-017-9360-z","https://scholar.google.com/scholar?cites=16151529332164829122&as_sdt=2005&sciodt=2007&hl=en",142,"2021-04-19 20:05:26","HTML","","","",,,,,27,9.00,5,5,3,"To sustain growth, maintain competitive advantage and to innovate, companies must make a paradigm shift in which both short-and long-term value aspects are employed to guide their decision-making. Such need is clearly pressing in innovative industries, such as ICT, and is …"
14,"PA Laplante, JF DeFranco","Software engineering of safety-critical systems: Themes from practitioners",2017,"IEEE Transactions on Reliability","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8006260/","https://scholar.google.com/scholar?cites=16991881508555849464&as_sdt=2005&sciodt=2007&hl=en",143,"2021-04-19 20:05:26","","","","",,,,,14,3.50,7,2,4,"This study addresses two important questions related to engineering of safety-critical software and software-intensive systems. The first question is: which software and software-intensive systems should be considered safety critical? The second question is: what …"
21,"G Gousios, D Spinellis","Mining software engineering data from GitHub",2017,"… Conference on Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7965403/","https://scholar.google.com/scholar?cites=2770882285549509423&as_sdt=2005&sciodt=2007&hl=en",144,"2021-04-19 20:05:26","","","","",,,,,21,5.25,11,2,4,"GitHub is the largest collaborative source code hosting site built on top of the Git version control system. The availability of a comprehensive API has made GitHub a target for many software engineering and online collaboration research efforts. In our work, we have …"
12,"W Scacchi","Practices and technologies in computer game software engineering",2017,"IEEE Software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7819395/","https://scholar.google.com/scholar?cites=1903390775376674515&as_sdt=2005&sciodt=2007&hl=en",145,"2021-04-19 20:05:26","","","","",,,,,12,3.00,12,1,4,"Computer games are rich, complex, and often large-scale software applications. They're a significant, interesting, and often compelling domain for innovative research in software engineering techniques and technologies. Computer games are progressively changing the …"
17,"C Ebert","50 years of software engineering: Progress and perils",2018,"IEEE Software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8474504/","https://scholar.google.com/scholar?cites=13476495461905278842&as_sdt=2005&sciodt=2007&hl=en",146,"2021-04-19 20:05:26","","","","",,,,,17,5.67,17,1,3,"Our society is now built on soft ware, without which life would be unimaginable. Without software, we'd have no water, food, or medi cal treatment. This dependency increases risks because software de fects propagate fast. We shouldn't be complacent because complexity is increasing …"
9,"A Williams","Do software engineering practitioners cite research on software testing in their online articles? A preliminary survey.",2018,"… Evaluation and Assessment in Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3210459.3210475","https://scholar.google.com/scholar?cites=12073936616764097047&as_sdt=2005&sciodt=2007&hl=en",147,"2021-04-19 20:05:26","","","","",,,,,9,3.00,9,1,3,"Background: Software engineering (SE) research continues to study the degree to which practitioners perceive that SE research has impact on practice. Such studies typically comprise surveys of practitioner opinions. These surveys could be complemented with other …"
12,"A Ju, A Fox","TEAMSCOPE: measuring software engineering processes with teamwork telemetry",2018,"Proceedings of the 23rd Annual ACM Conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3197091.3197107","https://scholar.google.com/scholar?cites=1360125152672479171&as_sdt=2005&sciodt=2007&hl=en",148,"2021-04-19 20:05:26","","","","",,,,,12,4.00,6,2,3,"Project-based learning is an important teaching method in software engineering education. However, it is unclear how student projects can be evaluated objectively and systematically in classrooms. Measurements used in industry, such as quality of the codebase, are not the …"
20,"J Chen, V Nair, T Menzies","Beyond evolutionary algorithms for search-based software engineering",2018,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917300757","https://scholar.google.com/scholar?cites=9651233878634462806&as_sdt=2005&sciodt=2007&hl=en",149,"2021-04-19 20:05:26","","","","",,,,,20,6.67,7,3,3,"Context Evolutionary algorithms typically require large number of evaluations (of solutions) to converge–which can be very slow and expensive to evaluate. Objective To solve search-based software engineering (SE) problems, using fewer evaluations than evolutionary …"
11,"J Mejia, M Muñoz, Á Rocha, J Calvo-Manzano","Trends and applications in software engineering",2020,"","Springer","https://link.springer.com/content/pdf/10.1007/978-3-319-69341-5.pdf","https://scholar.google.com/scholar?cites=14323963049047274437&as_sdt=2005&sciodt=2007&hl=en",150,"2021-04-19 20:05:26","BOOK","","","",,,,,11,11.00,3,4,1,"This book contains a selection of papers accepted for presentation and discussion at the 2017 International Conference on Software Process Improvement (CIMPS'17). This Conference had the support of the CIMAT AC (Mathematics Research Center/Centro de …"
16,"A Kleebaum, JO Johanssen, B Paech…","Decision knowledge triggers in continuous software engineering",2018,"… Software Engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3194760.3194765","https://scholar.google.com/scholar?cites=8552608343241184909&as_sdt=2005&sciodt=2007&hl=en",151,"2021-04-19 20:05:26","","","","",,,,,16,5.33,4,4,3,"Decision knowledge encompasses decisions and related information such as the problems the decisions address, their rationale, or alternatives. The management of decision knowledge is considered important for software development, however, it is often not …"
10,"C Theisen, M Dunaiski, L Williams…","Writing good software engineering research papers: Revisited",2017,"… Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7965369/","https://scholar.google.com/scholar?cites=15737990329108352850&as_sdt=2005&sciodt=2007&hl=en",152,"2021-04-19 20:05:26","","","","",,,,,10,2.50,3,4,4,"With the goal of helping software engineering researchers understand how to improve their papers, Mary Shaw presented"" Writing Good Software Engineering Research Papers"" in 2003. Shaw analyzed the abstracts of the papers submitted to the 2002 International …"
17,"MR Islam, MF Zibran","A comparison of dictionary building methods for sentiment analysis in software engineering text",2017,"… on Empirical Software Engineering and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8170140/","https://scholar.google.com/scholar?cites=8008246505625225104&as_sdt=2005&sciodt=2007&hl=en",153,"2021-04-19 20:05:26","","","","",,,,,17,4.25,9,2,4,"Sentiment Analysis (SA) in Software Engineering (SE) texts suffers from low accuracies primarily due to the lack of an effective dictionary. The use of a domain-specific dictionary can improve the accuracy of SA in a particular domain. Building a domain dictionary is not a …"
8,"ZSH Abad, M Bano, D Zowghi","How much authenticity can be achieved in software engineering project based courses?",2019,"… on Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8802106/","https://scholar.google.com/scholar?cites=17369349126656198855&as_sdt=2005&sciodt=2007&hl=en",154,"2021-04-19 20:05:26","","","","",,,,,8,4.00,3,3,2,"Software engineering (SE) students not only need sufficient technical knowledge and problem solving ability but also social and interpersonal skills in order to be industry ready. To prepare the students for the'real world'the SE educators frequently use'Authentic …"
17,"F Fagerholm, M Kuhrmann, J Münch","Guidelines for using empirical studies in software engineering education",2017,"PeerJ Computer Science","peerj.com","https://peerj.com/articles/cs-131/","https://scholar.google.com/scholar?cites=18618377229898660&as_sdt=2005&sciodt=2007&hl=en",155,"2021-04-19 20:05:26","HTML","","","",,,,,17,4.25,6,3,4,"Software engineering education is under constant pressure to provide students with industry-relevant knowledge and skills. Educators must address issues beyond exercises and theories that can be directly rehearsed in small settings. Industry training has similar …"
4,"M Raza, JP Faria, R Salazar","Assisting software engineering students in analyzing their performance in software development",2019,"Software Quality Journal","Springer","https://link.springer.com/article/10.1007/s11219-018-9433-7","https://scholar.google.com/scholar?cites=8016215915737928035&as_sdt=2005&sciodt=2007&hl=en",156,"2021-04-19 20:05:26","","","","",,,,,4,2.00,1,3,2,"Collecting product and process measures in software development projects, particularly in education and training environments, is important as a basis for assessing current performance and opportunities for improvement. However, analyzing the collected data …"
4,"S Jarzabek, A Poniszewska-Marańda, L Madeyski","Integrating Research and Practice in Software Engineering",2020,"","Springer","https://link.springer.com/content/pdf/10.1007/978-3-030-26574-8.pdf","https://scholar.google.com/scholar?cites=5023022076020180302&as_sdt=2005&sciodt=2007&hl=en",157,"2021-04-19 20:05:26","BOOK","","","",,,,,4,4.00,1,3,1,"The term “software engineering” was coined in 1968 at the NATO Software Engineering Conference by Bauer (the chairman of the conference) in his famous statement “What we need, is software engineering”. Since then the discipline has made a long way. It would not …"
13,"S Chren, B Buhnova, M Macak…","Mistakes in UML diagrams: analysis of student projects in a software engineering course",2019,"… Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8802110/","https://scholar.google.com/scholar?cites=1655772165399516831&as_sdt=2005&sciodt=2007&hl=en",158,"2021-04-19 20:05:26","","","","",,,,,13,6.50,3,4,2,"The Unified Modelling Language (UML) is being widely accepted as a modelling notation for visualizing software systems during design and development. UML has thus become part of many software engineering course curricula at universities worldwide, providing a …"
