Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
72,"M Paasivaara, C Lassenius, D Damian…","Teaching students global software engineering skills using distributed scrum",2013,"… Engineering (ICSE)","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6606664/","https://scholar.google.com/scholar?cites=15986493903540074927&as_sdt=2005&sciodt=0,5&hl=en",229,"2021-05-11 13:03:30","","","","",,,,,72,9.00,18,4,8,"In this paper we describe distributed Scrum augmented with best practices in global software engineering (GSE) as an important paradigm for teaching critical competencies in GSE. We report on a globally distributed project course between the University of Victoria …"
85,"GK Hanssen, D Šmite, NB Moe","Signs of agile trends in global software engineering research: A tertiary study",2011,"… Global Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6065571/","https://scholar.google.com/scholar?cites=2894920535485421630&as_sdt=2005&sciodt=0,5&hl=en",230,"2021-05-11 13:03:30","","","","",,,,,85,8.50,28,3,10,"In this paper we present preliminary findings from a tertiary study on global software engineering. In particular, we observe current trends in the software engineering research and perform an investigation of the role of agile topics in the GSE research literature. Our …"
50,"K Petersen, C Gencel, N Asghari, D Baca…","Action research as a model for industry-academia collaboration in the software engineering context",2014,"… on software engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2647648.2647656","https://scholar.google.com/scholar?cites=6766945048968557874&as_sdt=2005&sciodt=0,5&hl=en",231,"2021-05-11 13:03:30","","","","",,,,,50,7.14,10,5,7,"Background: Action research is a well-established research methodology. It is following a post-positivist research philosophy grounded in critical thinking. The methodology is driven by practical problems, emphasis participatory research, and develops practically useful …"
45,"V Garousi, JM Fernandes","Highly-cited papers in software engineering: The top-100",2016,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584915001871","https://scholar.google.com/scholar?cites=862702144193206610&as_sdt=2005&sciodt=0,5&hl=en",232,"2021-05-11 13:03:30","","","","",,,,,45,9.00,23,2,5,"Context According to the search reported in this paper, as of this writing (May 2015), a very large number of papers (more than 70,000) have been published in the area of Software Engineering (SE) since its inception in 1968. Citations are crucial in any research area to …"
53,"V Ribaud, P Saliou, RV O'Connor…","Software engineering support activities for very small entities",2010,"… Conference on Software …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-15666-3_15","https://scholar.google.com/scholar?cites=6790225159768650472&as_sdt=2005&sciodt=0,5&hl=en",233,"2021-05-11 13:03:30","","","","",,,,,53,4.82,13,4,11,"The emerging ISO/IEC 29110 standard Lifecycle profiles for Very Small Entities has at its core a Management and Engineering Guides which is targeted at very small entity (enterprise, organization, department or project) having up to 25 people, to assist them …"
40,"GP Picco, C Julien, AL Murphy, M Musolesi…","Software engineering for mobility: reflecting on the past, peering into the future",2014,"… Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2593882.2593884","https://scholar.google.com/scholar?cites=458656311515127278&as_sdt=2005&sciodt=0,5&hl=en",234,"2021-05-11 13:03:30","","","","",,,,,40,5.71,8,5,7,"At the end of the second millennium, mobility was a hot research topic. Physical mobility of devices was becoming commonplace with the availability of cheap wireless cards, the first attempts to transform phones into personal do-it-all devices were beginning to appear, and …"
58,"S Vegas, C Apa, N Juristo","Crossover designs in software engineering experiments: Benefits and perils",2015,"… on Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7192651/","https://scholar.google.com/scholar?cites=16362236722638120026&as_sdt=2005&sciodt=0,5&hl=en",235,"2021-05-11 13:03:30","","","","",,,,,58,9.67,19,3,6,"In experiments with crossover design subjects apply more than one treatment. Crossover designs are widespread in software engineering experimentation: they require fewer subjects and control the variability among subjects. However, some researchers disapprove …"
34,"M Omar, SL Syed Abdullah, A Yasin","The impact of agile approach on software engineering teams",2011,"American Journal of …","repo.uum.edu.my","http://repo.uum.edu.my/3031/","https://scholar.google.com/scholar?cites=6288448793108009019&as_sdt=2005&sciodt=0,5&hl=en",236,"2021-05-11 13:03:30","","","","",,,,,34,3.40,11,3,10,"Problem statement: This study presents the initial findings on the impact of agile approach amongst Software Engineering (SE) teams in one computer center in Malaysia. This study revealed that agile approach able to receive positive feedbacks and increase positive …"
64,"C Marshall, P Brereton, B Kitchenham","Tools to support systematic reviews in software engineering: a feature analysis",2014,"… in software engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2601248.2601270","https://scholar.google.com/scholar?cites=14898974959196882027&as_sdt=2005&sciodt=0,5&hl=en",237,"2021-05-11 13:03:30","","","","",,,,,64,9.14,21,3,7,"Background The labour intensive and error prone nature of the systematic review process has led to the development and use of a range of tools to provide automated support. Aim The aim of this research is to evaluate a set of candidate tools that provide support for the …"
39,"M Qiu, L Chen","Notice of Retraction: A Problem-Based Learning Approach to Teaching an Advanced Software Engineering Course",2010,"2010 Second International Workshop on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5460038/","https://scholar.google.com/scholar?cites=3509714330195545745&as_sdt=2005&sciodt=0,5&hl=en",238,"2021-05-11 13:03:30","","","","",,,,,39,3.55,20,2,11,"Problem-based learning is particularly suitable to a multidimensional software engineering course. This paper describes the use of problem-based learning in a course “Advanced Software Engineering” given at Xiamen University, PR China. This approach is conducted a …"
36,"P Newman, MA Ferrario, W Simm…","The role of design thinking and physical prototyping in social software engineering",2015,"… Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7202999/","https://scholar.google.com/scholar?cites=879242959287231623&as_sdt=2005&sciodt=0,5&hl=en",239,"2021-05-11 13:03:30","","","","",,,,,36,6.00,9,4,6,"Social Software Engineering (Social SE), that is SE aiming to promote positive social change, is a rapidly emerging area. Here, software and digital artefacts are seen as tools for social change, rather than end products or'solutions'. Moreover, Social SE requires a …"
28,"C Politowski, L Fontoura, F Petrillo…","Are the old days gone? A survey on actual software engineering processes in video game industry",2016,"… Software Engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2896958.2896960","https://scholar.google.com/scholar?cites=7914652152142980153&as_sdt=2005&sciodt=0,5&hl=en",240,"2021-05-11 13:03:30","","","","",,,,,28,5.60,7,4,5,"In the past 10 years, several researches studied video game development process who proposed approaches to improve the way how games are developed. These approaches usually adopt agile methodologies because of claims that traditional practices and the …"
41,"J Vanhanen, TOA Lehtinen…","Teaching real-world software engineering through a capstone project course with industrial customers",2012,"… on Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6225702/","https://scholar.google.com/scholar?cites=15831392234412769605&as_sdt=2005&sciodt=0,5&hl=en",241,"2021-05-11 13:03:30","","","","",,,,,41,4.56,14,3,9,"In this paper, we describe how we teach real-world software engineering to students using a project course simulating in-vivo software development projects. The course gives the students an opportunity to try out in practice the skills gained on other computer science and …"
36,"M Winikoff","Future directions for agent-based software engineering",2009,"… of Agent-Oriented Software Engineering","inderscienceonline.com","https://www.inderscienceonline.com/doi/abs/10.1504/IJAOSE.2009.025319","https://scholar.google.com/scholar?cites=7988487821832129918&as_sdt=2005&sciodt=0,5&hl=en",242,"2021-05-11 13:03:30","","","","",,,,,36,3.00,36,1,12,"We briefly review the current state of play in the area of agent-based software engineering, and then consider,'what next?'We discuss a range of marketing activities that will together help in making people from other communities aware of work in this area. We then outline a …"
92,"S Gueorguiev, M Harman, G Antoniol","Software project planning for robustness and completion time in the presence of uncertainty using multi objective search based software engineering",2009,"… of the 11th Annual conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1569901.1570125","https://scholar.google.com/scholar?cites=16087718944243810474&as_sdt=2005&sciodt=0,5&hl=en",243,"2021-05-11 13:03:30","","","","",,,,,92,7.67,31,3,12,"All large-scale projects contain a degree of risk and uncertainty. Software projects are particularly vulnerable to overruns, due to the this uncertainty and the inherent difficulty of software project cost estimation. In this paper we introduce a search based approach to …"
37,"P Lago, T Jansen","Creating environmental awareness in service oriented software engineering",2010,"International conference on service-oriented computing","Springer","https://link.springer.com/chapter/10.1007/978-3-642-19394-1_19","https://scholar.google.com/scholar?cites=778843707062862582&as_sdt=2005&sciodt=0,5&hl=en",244,"2021-05-11 13:03:30","","","","",,,,,37,3.36,19,2,11,"Carbon emission of IT is an issue. ICT energy consumption is expected to grow by 73%(instead of the originally targeted 26%) until 2020, and the service sector alone counts for 70% of the European economy. Energy consumption is a combination of what we use …"
49,"S Vegas, N Juristo, VR Basili","Maturing software engineering knowledge through classifications: A case study on unit testing techniques",2009,"… on Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4775907/","https://scholar.google.com/scholar?cites=17150037393753219295&as_sdt=2005&sciodt=0,5&hl=en",245,"2021-05-11 13:03:30","","","","",,,,,49,4.08,16,3,12,"Classification makes a significant contribution to advancing knowledge in both science and engineering. It is a way of investigating the relationships between the objects to be classified and identifies gaps in knowledge. Classification in engineering also has a practical …"
53,"B Selic","The theory and practice of modeling language design for model-based software engineering—a personal perspective",2009,"… Transformational Techniques in Software Engineering","Springer","https://link.springer.com/chapter/10.1007/978-3-642-18023-1_7","https://scholar.google.com/scholar?cites=17288189212719797958&as_sdt=2005&sciodt=0,5&hl=en",246,"2021-05-11 13:03:30","","","","",,,,,53,4.42,53,1,12,"The design of modeling languages is still much more of an art than a science. There is as yet no systematic consolidated body of knowledge that a practitioner can refer to when designing a computer-based modeling language. This overview article provides a personal …"
44,"MA Heroux, JM Willenbring","Barely sufficient software engineering: 10 practices to improve your CSE software",2009,"… on software engineering for …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5069157/","https://scholar.google.com/scholar?cites=8214519965998154358&as_sdt=2005&sciodt=0,5&hl=en",247,"2021-05-11 13:03:30","","","","",,,,,44,3.67,22,2,12,"Computational Science and Engineering (CSE) software is typically developed using research funding where the primary focus is research and development of advanced algorithms and modeling capabilities. As a result, formal software engineering is seldom a …"
56,"BP Douglass","Design patterns for embedded systems in C: an embedded software engineering toolkit",2010,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=UnpIKZmodSAC&oi=fnd&pg=PP1&dq=software+engineering&ots=P5nk33DOA4&sig=qrZ7AAW6xfJXdr7iPOqean3fabo","https://scholar.google.com/scholar?cites=2919713755617322593&as_sdt=2005&sciodt=0,5&hl=en",248,"2021-05-11 13:03:30","BOOK","","","",,,,,56,5.09,56,1,11,"A recent survey stated that 52% of embedded projects are late by 4-5 months. This book can help get those projects in on-time with design patterns. The author carefully takes into account the special concerns found in designing and developing embedded applications …"
50,"S Gerasimou, G Tamburrelli…","Search-based synthesis of probabilistic models for quality-of-service software engineering (t)",2015,"… Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7372021/","https://scholar.google.com/scholar?cites=2507791365367669521&as_sdt=2005&sciodt=0,5&hl=en",249,"2021-05-11 13:03:30","","","","",,,,,50,8.33,17,3,6,"The formal verification of finite-state probabilistic models supports the engineering of software with strict quality-of-service (QoS) requirements. However, its use in software design is currently a tedious process of manual multiobjective optimisation. Software …"
49,"D Graziotin, P Abrahamsson","A Web-based modeling tool for the SEMAT Essence theory of software engineering",2013,"arXiv preprint arXiv:1307.2075","arxiv.org","https://arxiv.org/abs/1307.2075","https://scholar.google.com/scholar?cites=1439963191419119964&as_sdt=2005&sciodt=0,5&hl=en",250,"2021-05-11 13:03:30","","","","",,,,,49,6.13,25,2,8,"As opposed to more mature subjects, software engineering lacks general theories to establish its foundations as a discipline. The Essence Theory of software engineering (Essence) has been proposed by the Software Engineering Methods and Theory (SEMAT) …"
42,"M Doernhoefer","Surfing the net for software engineering notes",2010,"ACM SIGSOFT Software Engineering Notes","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/1874391.1874395","https://scholar.google.com/scholar?cites=1219612026994210143&as_sdt=2005&sciodt=0,5&hl=en",251,"2021-05-11 13:03:30","","","","",,,,,42,3.82,42,1,11,"How much will this software cost? How long will it take to develop? How many lines of code are needed? How many people do I need to develop this application? How much hardware do I need to run the application? These are all questions that can be answered by …"
37,"RM Scheller, BR Sturtevant…","Increasing the reliability of ecological models using modern software engineering techniques",2010,"Frontiers in Ecology …","Wiley Online Library","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/080141","https://scholar.google.com/scholar?cites=17275737716593654342&as_sdt=2005&sciodt=0,5&hl=en",252,"2021-05-11 13:03:30","","","","",,,,,37,3.36,12,3,11,"Modern software development techniques are largely unknown to ecologists. Typically, ecological models and other software tools are developed for limited research purposes, and additional capabilities are added later, usually in an ad hoc manner. Modern software …"
43,"L Moreno, G Bavota, S Haiduc, M Di Penta…","Query-based configuration of text retrieval solutions for software engineering tasks",2015,"… Software Engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2786805.2786859","https://scholar.google.com/scholar?cites=6291981931944362780&as_sdt=2005&sciodt=0,5&hl=en",253,"2021-05-11 13:03:30","","","","",,,,,43,7.17,9,5,6,"Text Retrieval (TR) approaches have been used to leverage the textual information contained in software artifacts to address a multitude of software engineering (SE) tasks. However, TR approaches need to be configured properly in order to lead to good results …"
42,"E Stroulia, K Bauer, M Craig, K Reid…","Teaching distributed software engineering with ucosp: The undergraduate capstone open-source project",2011,"… distributed software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1984665.1984670","https://scholar.google.com/scholar?cites=7107599281192226674&as_sdt=2005&sciodt=0,5&hl=en",254,"2021-05-11 13:03:30","","","","",,,,,42,4.20,8,5,10,"Software engineering courses in computer-science departments are meant to prepare students for the practice of designing, developing, understanding and maintaining software in the real world. The effectiveness of these courses have potentially a tremendous impact …"
33,"J Carver, D Heaton, L Hochstein…","Self-perceptions about software engineering: A survey of scientists and engineers",2013,"… Science & Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6415898/","https://scholar.google.com/scholar?cites=3706676884649532445&as_sdt=2005&sciodt=0,5&hl=en",255,"2021-05-11 13:03:30","","","","",,,,,33,4.13,8,4,8,"Scientists and engineers devote considerable effort to developing large, complex codes to solve important problems. However, while they often develop useful code, many scientists and engineers are frequently unaware of how various software engineering practices can …"
28,"MF Bosu, SG MacDonell","Data quality in empirical software engineering: a targeted review",2013,"… and Assessment in Software Engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2460999.2461024","https://scholar.google.com/scholar?cites=7432713605078503515&as_sdt=2005&sciodt=0,5&hl=en",256,"2021-05-11 13:03:30","","","","",,,,,28,3.50,14,2,8,"Context: The utility of prediction models in empirical software engineering (ESE) is heavily reliant on the quality of the data used in building those models. Several data quality challenges such as noise, incompleteness, outliers and duplicate data points may be …"
44,"V Garousi","Applying peer reviews in software engineering education: An experiment and lessons learned",2009,"IEEE Transactions on Education","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5152941/","https://scholar.google.com/scholar?cites=11553671707317576292&as_sdt=2005&sciodt=0,5&hl=en",257,"2021-05-11 13:03:30","","","","",,,,,44,3.67,44,1,12,"Based on the demonstrated value of peer reviews in the engineering industry, numerous industry experts have listed it at the top of the list of desirable development practices. Experience has shown that problems (defects) are eliminated earlier if a development …"
45,"J Coutaz, G Calvary","HCI and software engineering for user interface plasticity",2012,"","hal.archives-ouvertes.fr","https://hal.archives-ouvertes.fr/hal-00752122/","https://scholar.google.com/scholar?cites=8629082820184879411&as_sdt=2005&sciodt=0,5&hl=en",258,"2021-05-11 13:03:30","","","","",,,,,45,5.00,23,2,9,"The third edition of a groundbreaking reference, The Human-Computer Interaction Handbook: Fundamentals, Evolving Technologies, and Emerging Applications raises the bar for handbooks in this field. It is the largest, most complete compilation of HCI theories …"
58,"BR Barricelli, F Cassano, D Fogli, A Piccinno","End-user development, end-user programming and end-user software engineering: A systematic mapping study",2019,"… of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121218302577","https://scholar.google.com/scholar?cites=8146773584402524084&as_sdt=2005&sciodt=0,5&hl=en",259,"2021-05-11 13:03:30","","","","",,,,,58,29.00,15,4,2,"Abstract End-User Development (EUD), End-Programming (EUP) and End-User Software Engineering (EUSE) are three related research fields that study methods and techniques for empowering end users to modify and create digital artifacts. This paper presents a …"
45,"T Johann, M Dick, E Kern…","Sustainable development, sustainable software, and sustainable software engineering: an integrated approach",2011,"… Science and Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6008495/","https://scholar.google.com/scholar?cites=10917847407533706205&as_sdt=2005&sciodt=0,5&hl=en",260,"2021-05-11 13:03:30","","","","",,,,,45,4.50,11,4,10,"Sustainability is a keyword in the 21th century. It gains importance in all industry sectors, in politics and in public perception. In our paper we give an overview of our research in the field of sustainability in computer science. We focus on software and the development of …"
15,"YC Tu","Transparency in software engineering",2014,"","cs.auckland.ac.nz","https://www.cs.auckland.ac.nz/research/groups/ssg/homepages/yu-cheng/ytu001_PhDThesis.pdf","https://scholar.google.com/scholar?cites=15360072371719207278&as_sdt=2005&sciodt=0,5&hl=en",261,"2021-05-11 13:03:30","PDF","","","",,,,,15,2.14,15,1,7,"Transparency has the meaning of making information visible to people. Good transparency enhances the reputation of organisations and enables people to make informed decisions. Transparency is widely used in software engineering, but it is unclear how the concept of …"
77,"BS Akpolat, W Slany","Enhancing software engineering student team engagement in a high-intensity extreme programming course using gamification",2014,"… 27th conference on software engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6816792/","https://scholar.google.com/scholar?cites=12112848914321199319&as_sdt=2005&sciodt=0,5&hl=en",262,"2021-05-11 13:03:30","","","","",,,,,77,11.00,39,2,7,"The use of game thinking and game mechanics in non-gaming context is becoming more and more popular. This has been known as gamification. Recent studies have shown that this attempt seems very promising in different areas. In this paper we explore the value of …"
63,"CE Otero, A Peter","Research directions for engineering big data analytics software",2014,"IEEE Intelligent Systems","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6914469/","https://scholar.google.com/scholar?cites=1080634136159535089&as_sdt=2005&sciodt=0,5&hl=en",263,"2021-05-11 13:03:30","","","","",,,,,63,9.00,32,2,7,"Many software startups and research and development efforts are actively trying to harness the power of big data and create software with the potential to improve almost every aspect of human life. As these efforts continue to increase, full consideration needs to be given to …"
50,"P Ralph, P Johnson, H Jordan","Report on the first SEMAT workshop on general theory of software engineering (GTSE 2012)",2013,"ACM SIGSOFT Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2439976.2439999","https://scholar.google.com/scholar?cites=5683696206626224951&as_sdt=2005&sciodt=0,5&hl=en",264,"2021-05-11 13:03:30","","","","",,,,,50,6.25,17,3,8,"Many academic disciplines have general theories, which apply across the discipline and underlie much of its research. Examples include the Big Bang theory (cosmology), Maxwell's equations (electrodynamics), the theories of the cell and evolution (biology), the theory of …"
56,"AK Chopra, MP Singh","From social machines to social protocols: Software engineering foundations for sociotechnical systems",2016,"… of the 25th International Conference on World …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2872427.2883018","https://scholar.google.com/scholar?cites=459380202090007469&as_sdt=2005&sciodt=0,5&hl=en",265,"2021-05-11 13:03:30","","","","",,,,,56,11.20,28,2,5,"The overarching vision of social machines is to facilitate social processes by having computers provide administrative support. We conceive of a social machine as a sociotechnical system (STS): a software-supported system in which autonomous principals …"
92,"W Kessentini, M Kessentini, H Sahraoui…","A cooperative parallel search-based software engineering approach for code-smells detection",2014,"… Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6835187/","https://scholar.google.com/scholar?cites=17540796649816741658&as_sdt=2005&sciodt=0,5&hl=en",266,"2021-05-11 13:03:30","","","","",,,,,92,13.14,23,4,7,"We propose in this paper to consider code-smells detection as a distributed optimization problem. The idea is that different methods are combined in parallel during the optimization process to find a consensus regarding the detection of code-smells. To this end, we used …"
44,"S Sheth, J Bell, G Kaiser","Halo (highly addictive, socially optimized) software engineering",2011,"… on Games and Software Engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1984674.1984685","https://scholar.google.com/scholar?cites=14692351542316022482&as_sdt=2005&sciodt=0,5&hl=en",267,"2021-05-11 13:03:30","","","","",,,,,44,4.40,15,3,10,"In recent years, computer games have become increasingly social and collaborative in nature. Massively multiplayer online games, in which a large number of players collaborate with each other to achieve common goals in the game, have become extremely pervasive …"
39,"M Perrotin, E Conquet, J Delange, AÚ Schiele…","TASTE: a real-time software engineering tool-chain overview, status, and future",2011,"International SDL …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-25264-8_4","https://scholar.google.com/scholar?cites=13732654959581396673&as_sdt=2005&sciodt=0,5&hl=en",268,"2021-05-11 13:03:30","","","","",,,,,39,3.90,8,5,10,"TASTE stands for “The ASSERT Set of Tools for Engineering”, in reference to the European FP6 program where it finds its roots. It consists in an open-source tool-chain dedicated to the development of embedded, real-time systems. TASTE addresses the modelling and …"
56,"GP Picco","Software engineering and wireless sensor networks: Happy marriage or consensual divorce?",2010,"… FSE/SDP workshop on Future of software engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1882362.1882421","https://scholar.google.com/scholar?cites=9162537118130101156&as_sdt=2005&sciodt=0,5&hl=en",269,"2021-05-11 13:03:30","","","","",,,,,56,5.09,56,1,11,"The development of wireless sensor networks (WSNs) software today is tackled by a code-and-fix process that relies solely on the primitive constructs provided by the operating system and the skills of developers. For WSNs to emerge from research labs and make a …"
46,"S Biffl, A Schatten","A Platform for Service-Oriented Integration of Software Engineering Environments.",2009,"SoMeT","books.google.com","https://books.google.com/books?hl=en&lr=&id=wRfvAgAAQBAJ&oi=fnd&pg=PA75&dq=software+engineering&ots=JFWjBir2fQ&sig=BG1aBVzcGAkEorDZXDQeCKIydEw","https://scholar.google.com/scholar?cites=13832004987660755472&as_sdt=2005&sciodt=0,5&hl=en",270,"2021-05-11 13:03:30","","","","",,,,,46,3.83,23,2,12,"In modern software application development, engineering systems and tools from several sources have to cooperate for building agile process environments. While there are approaches for the technical integration of componentbased business software systems …"
42,"SC dos Santos, FSF Soares","Authentic assessment in Software Engineering education based on PBL principles a case study in the telecom market",2013,"… on Software Engineering (ICSE)","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6606655/","https://scholar.google.com/scholar?cites=3135265077626878548&as_sdt=2005&sciodt=0,5&hl=en",271,"2021-05-11 13:03:30","","","","",,,,,42,5.25,21,2,8,"The continuous growth of the use of Information and Communication Technology in different sectors of the market calls out for software professionals with the qualifications needed to solve complex and diverse problems. Innovative teaching methodologies, such as the"" …"
51,"LS Levy","Taming the tiger: software engineering and software economics",2012,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=hULuBwAAQBAJ&oi=fnd&pg=PA1&dq=software+engineering&ots=AIgnz6kyoo&sig=acD2UM8EDCkRVoH0wZTmHnvuejc","https://scholar.google.com/scholar?cites=18427892091157013301&as_sdt=2005&sciodt=0,5&hl=en",272,"2021-05-11 13:03:30","BOOK","","","",,,,,51,5.67,51,1,9,"A small program is presented to motivate the concerns for programmer productivity and program quality that are the central issues of this set of essays. The example is one which demonstrates the performance aspect of programming. In order to achieve program quality …"
34,"A Marcus, T Menzies","Software is data too",2010,"… /SDP workshop on Future of software engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1882362.1882410","https://scholar.google.com/scholar?cites=2571280083815163281&as_sdt=2005&sciodt=0,5&hl=en",273,"2021-05-11 13:03:30","","","","",,,,,34,3.09,17,2,11,"Software systems are designed and engineered to process data. However, software is data too. The size and variety of today's software artifacts and the multitude of stakeholder activities result in so much data that individuals can no longer reason about all of it. We …"
88,"A Ouni, M Kessentini, H Sahraoui, K Inoue…","Multi-criteria code refactoring using search-based software engineering: An industrial case study",2016,"… on Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2932631","https://scholar.google.com/scholar?cites=13692934978360945744&as_sdt=2005&sciodt=0,5&hl=en",274,"2021-05-11 13:03:30","","","","",,,,,88,17.60,18,5,5,"One of the most widely used techniques to improve the quality of existing software systems is refactoring—the process of improving the design of existing code by changing its internal structure without altering its external behavior. While it is important to suggest refactorings …"
55,"FL Bauer","Software Engineering—wie es begann",2009,"Historische Notizen zur Informatik","Springer","https://link.springer.com/chapter/10.1007/978-3-540-85790-7_15","https://scholar.google.com/scholar?cites=13044859052978032825&as_sdt=2005&sciodt=0,5&hl=en",275,"2021-05-11 13:03:30","","","","",,,,,55,4.58,55,1,12,"Mitte der sechziger Jahre verspürte man vielerorts in wissenschaftlichen Einrichtungen der westlichen Welt, daß mit der stürmischen Entwicklung der Rechner-Anlagen kein entsprechender Fortschritt in der software einherging, im Gegenteil, daß diese Seite …"
38,"FQB Da Silva, ALM Santos, SCB Soares…","A critical appraisal of systematic reviews in software engineering from the perspective of the research questions asked in the reviews",2010,"… Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1852786.1852830","https://scholar.google.com/scholar?cites=3529256267141151707&as_sdt=2005&sciodt=0,5&hl=en",276,"2021-05-11 13:03:30","","","","",,,,,38,3.45,10,4,11,"After a seminal article introducing-evidence based software engineering in 2004, systematic reviews (SR) have been increasingly used as a method for conducting secondary studies in software engineering. Our goal is to critically appraise the use of SR in software engineering …"
91,"R Guha, D Al-Dabass","Impact of web 2.0 and cloud computing platform on software engineering",2010,"2010 International Symposium on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5715178/","https://scholar.google.com/scholar?cites=5196163612691544544&as_sdt=2005&sciodt=0,5&hl=en",277,"2021-05-11 13:03:30","","","","",,,,,91,8.27,46,2,11,"Current era of Web 2.0 is enabling new business models for using the semantic web. One such business model is leasing out computing platform of hardware and software over the internet to the tenants and is dubbed as Cloud Computing. The anticipated future trend of …"
41,"O Barzilay, C Treude, A Zagalsky","Facilitating crowd sourced software engineering via stack overflow",2013,"Finding Source Code on the Web for …","Springer","https://link.springer.com/chapter/10.1007/978-1-4614-6596-6_15","https://scholar.google.com/scholar?cites=10252159990572177090&as_sdt=2005&sciodt=0,5&hl=en",278,"2021-05-11 13:03:30","","","","",,,,,41,5.13,14,3,8,"The open source community, as well as numerous technical blogs and community web sites, put online vast quantities of free source code, ranging from snippets to full-blown products. This code embodies the software development community's domain knowledge, and mirrors …"
27,"E Mendes, P Rodriguez, V Freitas, S Baker…","Towards improving decision making and estimating the value of decisions in value-based software engineering: the VALUE framework",2018,"Software Quality …","Springer","https://link.springer.com/article/10.1007/s11219-017-9360-z","https://scholar.google.com/scholar?cites=16151529332164829122&as_sdt=2005&sciodt=0,5&hl=en",279,"2021-05-11 13:03:30","HTML","","","",,,,,27,9.00,5,5,3,"To sustain growth, maintain competitive advantage and to innovate, companies must make a paradigm shift in which both short-and long-term value aspects are employed to guide their decision-making. Such need is clearly pressing in innovative industries, such as ICT, and is …"
36,"CN Bull, J Whittle","Supporting reflective practice in software engineering education through a studio-based approach",2014,"IEEE software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6774769/","https://scholar.google.com/scholar?cites=15475577644880515500&as_sdt=2005&sciodt=0,5&hl=en",280,"2021-05-11 13:03:30","","","","",,,,,36,5.14,18,2,7,"Learning is a lifelong process, especially in the fast-paced software industry. In addition to formal training courses, good software developers continually learn by reflecting on what they've done in the past. However, reflective practice is rarely taught explicitly in university …"
